Gene,Chr,LD4,LD5,LD6,M,YR,ET,MT,LT,ES,S,LS,GD4,GD6,GD10F,GD10M,MIS,MFS,Haplo,ManualScore,TargetID
PF3D7_1126400,chr11,88960.417,20959.211,30030.114,11102.98735,45046.228,50259.87,51372.506,46702.18,31593.963,27024.229,15029.221,42498.344,34086.355,18552.08,1406.9951,0.14,-2.959,60,0,
PF3D7_1126500,chr11,40161.905,27763.092,23313.74,13602.06735,59299.694,61387.627,47277.464,28150.14,15896.407,13308.06,13013.552,60102.436,61824.897,35987.004,115.9241,0.127,-2.957,654,0,
PF3D7_1126600,chr11,17416.512,45103.87,29272.419,24962.43745,6148.708,26116.137,43310.075,18735.044,16448.879,20469.139,25306.479,41441.291,27341.729,47010.221,11476.5277,1,-0.059,441,1011.725806,sp|Q5VYY2|LIPM_HUMAN
PF3D7_1126700,chr11,15031.052,9536.991,4907.717,192962.5435,11954.283,2093.042,1380.809,9463.288,74352.59,145994.547,216527.39,9023.046,10842.467,5558.69,11087.9142,0.917,-3.049,259,853.12527,tr|E9PGC8|E9PGC8_HUMAN
PF3D7_1126800,chr11,25912.633,33734.535,8553.41,2273.9169,2169.994,2300.25,842.865,351.046,1363.621,2507.652,2469.355,28458.638,36445.812,18252.728,56951.4096,0.994,-2.184,1416,404.8165208,sp|Q8WXF0|SRS12_HUMAN
PF3D7_1126900,chr11,11673.794,23579.307,15390.564,22924.0531,44984.522,48286.245,46894.155,51622.256,45611.208,44559.23,26837.011,47610.174,36847.817,43061.865,93373.3111,0.12,0,12,5465.127907,sp|P62306|RUXF_HUMAN
PF3D7_1127000,chr11,26695.86,71320.673,71627.292,7645.69355,23780.016,8692.226,8697.354,8468.324,10565.712,8491.483,8599.067,1205.607,726.349,2909.945,0,1,-0.05,87,0,
PF3D7_1127100,chr11,202148.055,103642.792,84464.883,31135.8788,12128.799,7022.964,108030.334,225751.482,131937.044,82844.366,62462.24,132982.702,176467.177,325356.814,172020.2745,0.847,0,43,1734.086705,tr|A0A0C4DGL3|A0A0C4DGL3_HUMAN
PF3D7_1127200,chr11,0,0,3623.532,3929.27705,704.801,1052.886,253.688,1307.84,5423.132,1676.536,3478.547,40937.399,32298.536,130524.656,20508.7421,1,0,19,0,
PF3D7_1127300,chr11,108435.082,58625.991,61321.469,5291.3871,37706.051,40797.497,32223.041,17451.508,18393.136,9546.673,10718.015,12245.82,10789.433,5067.202,28490.6764,0.985,-1.218,81,3481.217065,sp|Q9UBP6|TRMB_HUMAN
PF3D7_1127400,chr11,36160.086,17646.103,14121.688,3003.5473,3596.507,10484.865,13254.759,12372.271,12104.34,5556.788,7676.612,30408.162,40294.298,69141.837,63144.0276,0.123,-3.027,61,0,
PF3D7_1127500,chr11,15707.565,95670.898,106697.7,19411.3462,2744.848,1134.586,5951.731,33671.652,42286.99,32436.108,28767.169,105312.934,129259.746,122351.768,144854.6087,0.339,-2.769,114,2075.471698,sp|Q96JJ7|TMX3_HUMAN
PF3D7_1127600,chr11,1293.053,5895.836,5592.984,118383.2865,13320.578,20771.113,46410.719,60710.647,81860.28,103159.47,190815.985,128445.787,122809.536,154104.934,106866.107,0.178,-3.244,17,1649.826936,sp|Q92503|S14L1_HUMAN
PF3D7_1127700,chr11,0,874.374,1180.125,1241.6118,914.545,1050.216,1048.374,801.103,972.9,1688.384,1054.378,6874.206,10323.265,2214.859,9522.3277,1,-2.261,237,0,
PF3D7_1127800,chr11,6842.719,18763.805,23197.71,16245.05265,26260.764,46470.206,45267.029,33263.081,35188.159,34763.394,18690.469,3018.91,3760.901,5058.689,4122.912,0.198,-2.706,457,0,
PF3D7_1127900,chr11,2362.299,1900.54,3319.737,49110.52355,16078.463,21116.928,14569.977,13108.508,16076.053,30009.249,68245.114,20644.536,40250.878,55858.705,64560.7982,0.123,-2.962,136,0,
PF3D7_1128000,chr11,8839.635,24972.664,34860.356,23193.1845,44897.794,44628.515,31203.986,34677.596,29970.123,26312.122,27254.112,25626.911,25330.863,24991.681,31424.236,0.158,-2.838,663,0,
PF3D7_1128100,chr11,159484.796,166651.243,189312.749,34302.2858,41476.523,97163.848,178030.728,173959.456,110112.739,68334.38,54780.826,36566.045,15830.899,17222.331,38931.9311,1,-2.205,57,1088.709677,sp|Q99471|PFD5_HUMAN
PF3D7_1128200,chr11,421650.538,260188.497,363808.546,15558.0836,49732.892,68353.915,69603.083,67046.003,46861.578,38596.728,20486.245,21051.797,25327.607,26385.267,1770.7548,0.176,-2.575,17,3455.920588,sp|O60869|EDF1_HUMAN
PF3D7_1128300,chr11,17744.805,3849.076,5497.364,1346.29995,441.958,2596.468,6920.376,5476.976,3701.502,4029.426,1642.782,48330.197,72878.94,52025.39,1027.0037,1,-2.821,364,0,
PF3D7_1128400,chr11,197128.519,196007.159,191004.266,17921.26685,13428.396,41008.93,83465.546,90135.232,75204.188,53912.726,28144.597,114318.86,113984.15,90221.092,42102.1498,0.142,-2.868,61,2872.345745,sp|P14324|FPPS_HUMAN
PF3D7_1128500,chr11,2513.381,4508.782,7264.607,4847.3065,19918.087,25953.202,20686.258,15274.277,17338.596,9895.663,7967.906,14257.478,16270.035,27542.88,5846.7149,0.126,-3.032,411,821.729805,sp|P53384|NUBP1_HUMAN
PF3D7_1128600,chr11,37604.55,54873.457,28071.001,8078.4912,760.53,636.219,2409.372,9346.192,18193.805,14722.891,12174.491,87918.93,69140.995,52082.385,21678.6189,1,-0.9,277,1109.134884,sp|Q9NZN8|CNOT2_HUMAN
PF3D7_1128700,chr11,11192.974,14296.218,18589.678,12407.01085,948.93,654.575,3657.765,18856.221,31857.824,21319.013,25578.587,61195.082,77282.465,48857.198,21346.2438,0.214,-2.706,246,1866.099391,tr|A6NEM5|A6NEM5_HUMAN
PF3D7_1128900,chr11,883.917,3962.707,3207.745,43914.6783,4957.041,1069.016,1390.15,36800.131,81873.671,99921.683,108457.646,39322.677,32932.465,34869.135,40012.871,0.124,-2.893,219,0,
PF3D7_1129000,chr11,90049.322,129356.178,123928.438,25697.29725,25966.639,66795.553,67871.812,66184.361,51928.265,39693.002,24374.03,72930.318,61892.283,42889.383,46018.9853,0.166,-2.784,79,3987.53271,sp|P19623|SPEE_HUMAN
PF3D7_1129100,chr11,1048093.46,1171446.529,430305.749,644666.5383,392158.133,632709.09,614829.812,350662.486,278849.142,235750.525,434392.436,86720.809,69311.458,44834.047,69559.7309,1,-2.111,448,0,
PF3D7_1129200,chr11,207050.407,118644.464,121595.038,83215.8857,76119.779,105114.009,124476.882,199992.876,212961.72,156493.84,117284.496,95288.045,59169.515,62971.358,41172.1764,0.157,-2.738,50,3842.254453,sp|Q15008|PSMD6_HUMAN
PF3D7_1129300,chr11,0,1056.872,1229.032,19073.0137,1782.633,298.894,158.528,5707.958,19618.208,28316.655,29181.253,2152.194,4024.076,2543.043,0,1,-0.027,1181,0,
PF3D7_1129400,chr11,64152.913,82826.459,60381.367,21505.8224,91444.182,113474.109,103676.668,58634.353,42514.667,41766.441,19294.911,22802.04,16434.423,13785.436,681.8911,0.12,-3.043,272,2208.195584,sp|P46087|NOP2_HUMAN
PF3D7_1129500,chr11,579.342,3238.214,6526.865,8196.69555,1694.097,8139.168,24674.702,28250.099,22058.282,14282.7,10340.42,70455.822,72493.466,146265.076,3808.6742,0.991,0.125,302,1718.522095,tr|H0YCA8|H0YCA8_HUMAN
PF3D7_1129600,chr11,651.605,3482.252,4741.317,17320.20595,786.318,1157.257,2426.612,4559.803,18199.329,18975.564,18289.772,83591.527,139191.416,229780.481,18848.4876,1,-2.223,807,440.9560538,sp|B2RC85|R10B2_HUMAN
PF3D7_1129700,chr11,2329.083,2618.47,4199.969,4274.79335,2493.411,5091.89,3813.823,16537.83,15204.718,10771.222,8956.77,15266.896,11664.512,13438.957,0,0.182,-3.273,39,0,
PF3D7_1129800,chr11,12101.493,24398.427,35824.366,3857.641,9160.097,10699.084,15406.877,16572.003,8110.902,6266.066,4972.925,2728.351,3831.731,6203.051,417.103,0.122,-3.043,102,0,
PF3D7_1129900,chr11,32866.122,50989.926,48282.513,27914.43065,29109.778,80168.778,54214.229,41431.763,62153.56,32952.062,35690.988,170353.374,175437.931,141358.432,179483.4561,1,-1.042,132,0,
PF3D7_1130000,chr11,6547.581,32049.957,20242.588,11989.4906,15225.155,12731.974,25284.386,24541.733,25395.833,21020.738,13838.159,11690.889,9606.438,10403.734,18755.2447,0.167,-2.855,678,755.3297872,tr|J3KN95|J3KN95_HUMAN
PF3D7_1130100,chr11,446630.508,286686.675,407766.041,62348.86035,419229.217,631076.124,500172.779,300464.183,170392.43,124786.748,82933.052,13453.212,8602.279,16708.061,41628.9834,0.12,-3.006,13,3333.327586,sp|P63173|RL38_HUMAN
PF3D7_1130200,chr11,660241.24,750044.404,659941.167,119081.0662,735495.236,1092332.108,953370.743,568735.426,217028.588,185043.48,112088.641,150145.779,134455.601,99593.229,91955.7705,0.208,-2.596,53,4873.373418,sp|P05388|RLA0_HUMAN
PF3D7_1130300,,74366.39,133142.408,211560.3,,,,,,,,,,,,,,,,0,
PF3D7_1130310,,0,16961.454,13167.802,,,,,,,,,,,,,,,,0,
PF3D7_1130400,chr11,107542.013,137713.026,99715.126,102725.6088,77263.122,98469.864,131470.435,217180.546,248060.609,195227.779,171446.931,83577.476,102175.462,76794.453,10268.8751,0.125,-3.028,31,6902.038724,tr|R4GNH3|R4GNH3_HUMAN
PF3D7_1130500,chr11,3128.966,14228.225,15198.663,10463.61165,1593.702,1795.225,15078.476,27926.388,24001.367,16706.22,15604.639,5730.437,8613.526,8084.639,10285.1342,0.124,-3.024,438,0,
PF3D7_1130600,chr11,208.539,6307.986,8628.593,13740.39485,36263.986,43913.851,43776.392,37353.95,34073.335,23805.785,17503.774,266044.118,211450.748,227952.527,259112.8295,1,-0.3,488,0,
PF3D7_1130700,chr11,32740.476,55039.335,45173.598,11192.86605,5366.838,7888.582,27952.754,37760.496,36243.634,31992.052,17554.564,86611.207,65503.317,70536.211,74849.3397,0.133,-3.279,1189,561.049835,sp|Q8NDV3|SMC1B_HUMAN
PF3D7_1130800,chr11,0,17573.132,14048.732,2479.75795,352.931,1489.3,6375.71,5928.731,7671.176,4365.638,6462.829,45034.64,26619.161,22899.401,56854.6743,0.957,-1.495,74,3747.519527,sp|O75602|SPAG6_HUMAN
PF3D7_1130900,chr11,5380.52,25691.134,30827.741,1208.5649,200.818,2561.913,10580.753,7223.886,4868.339,3050.758,2416.524,7452.897,4839.648,8893.357,16271.26,0.121,-2.999,772,0,
PF3D7_1131000,chr11,61727.39,71221,81863.18,10066.5967,1877.69,12289.009,68300.515,55010.71,29402.461,18565.794,17952.993,30343.425,47699.453,63199.286,71757.793,1,-1.091,130,0,
PF3D7_1131100,chr11,467.941,4687.064,8484.463,9187.196,1959.196,8462.5,5585.72,13434.71,24648.826,17956.491,13153.238,52153.761,59238.19,120076.659,29942.7635,0.547,-2.479,579,737.3771022,sp|O96005|CLPT1_HUMAN
PF3D7_1131200,chr11,2377.995,8345.884,17211.756,21328.14355,4155.27,12768.914,12838.931,24287.919,34024.495,23830.279,25106.496,19400.5,44458.11,35144.36,67027.6832,1,0.989,100,0,
PF3D7_1131300,chr11,8084.725,3779.73,3581.647,3518.291,652.983,2011.68,6032.16,6363.659,8350.326,4655.354,5165.2,12754.761,14204.484,27774.371,16378.3925,0.136,-2.819,382,0,
PF3D7_1131400,chr11,4049.312,4306.794,4348.98,2129.29105,285.947,1286.054,10924.204,10375.459,7492.58,6664.68,3309.796,8399.951,9403.153,4805.067,50784.213,0.126,-2.973,986,0,
PF3D7_1131500,chr11,44348.537,16375.213,6256.877,11074.27055,1127.916,770.891,1946.202,5658.081,17219.627,14467.796,15949.649,613037.293,849868.697,1269335.649,219217.1454,0.202,-2.568,103,0,
PF3D7_1131600,chr11,1054.481,16234.348,13592.991,210.1414,50.025,72.843,83.116,147.423,64.405,207.686,368.61,6628.349,6047.107,929.141,48891.0008,1,-0.414,1383,104.9583786,tr|A0A2R8Y7K3|A0A2R8Y7K3_HUMAN
PF3D7_1131700,chr11,20040.32,24421.486,14099.682,5221.03545,227.537,1010.528,647.839,401.398,1605.369,1720.225,5117.693,50010.129,67427.935,172141.705,16164.333,0.903,-2.516,73,0,
PF3D7_1131800,chr11,10797.082,19146.82,26329.447,49840.71745,8921.592,74013.925,79925.702,43231.728,44095.586,46894.314,63704.212,99138.549,111929.583,176780.594,73637.0462,1,-0.001,1368,558.3798223,tr|J3QSB8|J3QSB8_HUMAN
PF3D7_1131900,chr11,1184.915,3255.088,3680.614,5360.44735,196.498,167.38,2335.046,4155.532,11131.601,7502.739,7474.885,2283.668,3476.433,11370.772,10646.0616,0.151,-2.791,420,0,
PF3D7_1132000,chr11,5723.345,18019.553,19923.759,62539.989,36623.119,42141.746,44471.948,62482.255,76152.942,72074.185,83424.565,115971.803,115383.74,62232.027,126989.0434,0.585,-3.037,392,464.8521542,sp|Q9NRR5|UBQL4_HUMAN
PF3D7_1132100,chr11,135.655,768.186,929.113,3214.76005,683.426,398.985,233.067,585.812,2138.074,1754.636,2714.423,15365.73,20034.85,20482.765,31748.6453,1,-1.641,840,0,
PF3D7_1132200,chr11,445916.092,424313.937,238753.345,72554.6777,279862.541,369338.209,444119.576,274279.997,172503.666,139626.383,79529.764,157829.287,145354.727,135437.795,89983.2975,0.174,-2.998,58,5845.552941,sp|P17987|TCPA_HUMAN
PF3D7_1132300,chr11,40367.324,48068.384,52864.021,19693.17375,10254.914,28894.53,86364.935,92639.4,61266.359,50511.068,31507.162,52477.002,100759.818,38167.651,110313.939,0.125,-3.046,23,0,
PF3D7_1132400,chr11,54917.973,48404.338,53474.929,13301.01115,7323.51,21908.988,33743.042,40793.374,40389.624,33772.463,22604.734,36528.984,41856.363,77509.593,91527.9115,1,-0.766,829,0,
PF3D7_1132500,chr11,745.773,4096.864,1618.225,1666.2909,385.94,169.858,76.311,186.713,1883.449,1126.186,2151.093,6059.526,3184.688,9014.907,3642.0943,1,-0.049,1071,277.9681723,tr|A0A7P0TA72|A0A7P0TA72_HUMAN
PF3D7_1132600,chr11,27803.899,37007.176,39468.748,28947.53665,79825.502,70753.566,58472.071,63033.967,60619.667,49639.457,34981.719,30072.885,26647.066,21333.247,577.5732,1,0.832,175,2512.935751,sp|Q8NAV1|PR38A_HUMAN
PF3D7_1132700,chr11,2005.6,13378.59,11094.653,20600.9322,5829.623,9556.663,10368.268,20004.938,26352.42,21805.256,18188.509,176668.294,180121.919,101362.125,56884.3037,0.371,-2.291,76,2522.515315,sp|Q5T653|RM02_HUMAN
PF3D7_1132800,chr11,156316.685,64615.905,71709.067,114086.1861,15508.875,16633.574,66174.512,190979.841,240310.754,253432.523,259709.866,138306.413,117404.653,75677.445,8958.9322,0.151,-2.791,31,3565.89186,sp|Q96PS8|AQP10_HUMAN
PF3D7_1132900,chr11,22855.169,12720.127,19302.858,5371.2292,2798.977,12427.787,21888.47,15288.962,10652.632,7124.576,8779.765,2175.454,3174.38,3747.292,0,0.967,-2.008,62,1849.995,sp|P23434|GCSH_HUMAN
PF3D7_1133000,chr11,15185.253,28517.753,40585.04,24184.0725,8877.209,6341.182,4028.934,11591.263,33267.772,37932.01,53826.95,47866.672,82720.011,140384.057,4806.4182,0.251,-3.362,18,0,
PF3D7_1133100,chr11,79627.503,49800.299,48117.233,18231.8457,58739.334,55972.844,45005.378,26818.766,21660.578,18850.228,17436.29,59517.987,52407.062,30040.94,18851.4004,0.131,-2.945,300,0,
PF3D7_1133200,chr11,33005.614,43843.767,94394.219,55734.5168,4706.098,2855.346,40543.261,130478.422,185566.664,192943.864,89026.915,18263.913,14840.167,15874.062,5575.7261,0.997,-2.594,757,226.8376448,sp|Q13127|REST_HUMAN
PF3D7_1133300,chr11,24676.93,9803.183,16255.539,30831.06155,3579.553,510.796,1444.655,21800.995,52851.992,54565.014,60863.471,319.198,1047.632,2129.765,34151.5528,0.119,-3.087,46,1721.287158,sp|Q9NV96|CC50A_HUMAN
PF3D7_1133400,chr11,19549.251,145131.359,183919.265,589564.138,68966.715,8705.862,2322.751,15798.507,88859.688,226617.996,676621.795,24261.081,13398.471,28227.1,5839.2183,0.776,-2.387,1860,0,
PF3D7_1133500,chr11,5417.351,11979.452,6127.593,13324.74205,4255.899,2161.389,9269.541,9952.233,11259.493,6535.182,13066.863,10388.134,9916.631,20796.831,42411.1398,0.124,-2.827,83,0,
PF3D7_1133600,chr11,2083.379,8523.094,9632.869,4943.09275,23370.148,5186.556,9047.686,4877.443,3531.965,2263.691,3135.752,5070.959,9833.3,8454.544,523.8164,0.134,-3.183,236,0,
PF3D7_1133700,chr11,64411.338,94817.462,70515.813,93169.71955,614413.95,194421.504,26212.925,18116.951,32149.051,43800.274,47514.812,22789.457,22657.985,21563.219,13985.3882,1,-1.847,374,782.3321966,tr|C9JG08|C9JG08_HUMAN
PF3D7_1133800,chr11,39581.779,39580.862,51334.937,24586.95075,35431.851,43628.867,54473.637,64084.118,56287.956,44809.188,38277.048,53940.634,75913.437,131273.629,31653.5952,0.123,-3.149,251,980.1477246,sp|Q8IZ69|TRM2A_HUMAN
PF3D7_1133900,chr11,18599.791,18932.801,31337.867,15089.39715,45700.415,28299.829,25375.718,50890.914,50134.571,31949.498,24714.489,15701.013,9108.217,5381.099,14445.757,1,-2.468,676,349.3116978,tr|E5RHA3|E5RHA3_HUMAN
PF3D7_1134000,chr11,484875.84,903649.702,410675.818,81478.4688,100784.698,410788.282,835140.386,400788.211,269051.36,183757.829,135258.122,353683.027,257163.921,173367.608,165258.8495,0.182,-2.879,59,6168.958974,sp|P38646|GRP75_HUMAN
PF3D7_1134100,chr11,141874.407,152463.344,175857.273,16924.60225,18273.179,20829.542,38557.717,73835.25,57575.264,34634.306,33479.292,5977.828,10306.686,9311.081,21297.7856,0.995,-2.894,92,2742.325296,sp|Q15084|PDIA6_HUMAN
PF3D7_1134200,chr11,13712.871,26207.013,29096.377,6579.8368,33356.827,31966.771,25339.433,15056.47,10396.356,8813.139,7328.365,3895.495,2385.439,2621.476,6620.1472,0.16,-3.249,1198,0,
PF3D7_1134300,chr11,6467.607,4686.066,14931.636,16728.50425,2291.511,728.936,2760.047,22860.64,44562.651,42558,29239.526,33851.068,25177.623,16326.221,3952.1016,1,-1.442,1691,0,
PF3D7_1134400,chr11,165560.142,160418.901,211648.234,8653.71345,1620.509,3626.094,35166.24,43729.113,30642.246,18039.769,15154.644,15963.072,15659.606,33353.584,37400.4879,0.12,-3.033,36,0,
PF3D7_1134500,chr11,9869.906,13429.174,21900.71,6328.878,9035.2,14014.235,10673.287,12779.823,11798.672,10741.762,9361.069,3103.517,3504.705,5813.94,3571.0314,0.181,-3.306,1085,315.3638761,tr|A0A2R8YCL0|A0A2R8YCL0_HUMAN
PF3D7_1134600,chr11,5116.123,3389.605,7129.417,5745.67275,1395.331,1773.03,4280.281,5815.706,11081.652,13454.73,5784.729,4101.089,3568.417,4672.939,8380.8656,1,-2.522,1631,185.8310105,tr|G3V2D5|G3V2D5_HUMAN
PF3D7_1134700,chr11,31351.693,53018.334,27245.316,37336.6961,110079.239,120410.556,78525.5,24496.877,21077.925,18479.569,23697.914,43481.961,33611.706,24625.092,59822.9394,0.12,-2.941,288,1048.122479,sp|Q9H9Y6|RPA2_HUMAN
PF3D7_1134800,chr11,12085.303,19932.508,35630.981,39745.5358,107751.995,82761.329,46260.098,67671.456,74992.885,66973.294,55694.532,83425.161,70127.514,82107.771,4183.5652,0.142,-3.396,81,2997.972074,sp|P48444|COPD_HUMAN
PF3D7_1134900,chr11,374648.592,350266.017,408411.444,2076.92405,783.823,868.209,738.814,1227.676,2363.291,2561.356,2888.145,8783.253,10730.101,4140.699,10044.0763,0.157,-2.808,321,0,
PF3D7_1135000,chr11,215826.291,174216.906,174723.901,3968.0512,1045.56,892.949,11139.587,15912.85,12950.189,9097.722,7814.846,24963.963,24987.439,46665.882,5970.4726,0.66,-2.879,40,2532.208584,sp|O75352|MPU1_HUMAN
PF3D7_1135100,chr11,7271.779,6572.188,8188.064,40600.80245,88936.349,62904.583,18050.379,26929.795,59438.184,64962.167,78471.25,52561.131,52853.323,99999.151,66042.7111,0.12,-3.018,408,827.2732946,sp|Q9P2J9|PDP2_HUMAN
PF3D7_1135200,chr11,15001.304,8642.914,20411.214,,,,,,,,,,,,,0.842,-2.924,,0,
PF3D7_1135300,chr11,4540.129,14130.221,13040.724,2611.3132,8259.388,8469.166,6265.846,6952.617,8291.629,5023.93,5763.02,9396.295,6352.09,28047.382,19102.3706,0.175,-2.603,111,0,
PF3D7_1135400,chr11,15686.66,20527.199,22060.101,17351.69745,162285.067,134024.767,96631.027,82192.658,43547.511,31805.585,24338.78,1287.656,3651.781,8560.107,763.8989,0.456,-3.016,45,0,
PF3D7_1135500,chr11,87797.609,125540.369,167249.765,3110.303,373.956,431.379,7940.899,13610.014,12892.659,7614.75,6224.702,9073.328,6000.634,2869.017,2662.301,0.119,-3.49,122,0,
PF3D7_1135600,chr11,71785.094,38429.35,51311.529,2625.3526,8051.186,9365.767,11548.667,12422.759,7551.391,5427.261,4840.037,29910.45,32711.395,19136.577,97751.3399,1,-0.854,873,429.0437294,tr|E9PLE0|E9PLE0_HUMAN
PF3D7_1135700,chr11,,,,18021.48165,67818.512,81319.146,61986.251,49637.717,33799.591,27678.402,21856.929,40205.129,25927.76,6867.468,91156.3231,0.14,-2.947,23,0,
PF3D7_1135800,chr11,89084.083,49798.392,54989.535,7044.6417,21281.136,25971.138,21963.755,16342.828,15320.822,7941.238,11732.739,9664.227,17239.121,20126.517,16408.788,0.123,-2.718,105,0,
PF3D7_1135900,chr11,81217.578,99596.349,134103.461,127024.1972,44441.987,33652.021,47437.588,174311.589,277411.188,213769.199,186383.48,84014.35,78354.739,121063.89,91481.7674,0.123,-3.073,28,3648.679054,sp|Q9NZ01|TECR_HUMAN
PF3D7_1136000,chr11,4881.485,7075.305,16141.517,26023.54885,1413.23,605.496,7068.893,32491.915,54785.074,58044.508,32820.236,7595.001,15361.167,5860.699,197844.8819,1,-0.18,1576,167.2411765,sp|Q8N9W4|GG6L2_HUMAN
PF3D7_1136100,chr11,2036.027,9803.099,11903.326,4031.44285,729.33,582.29,3831.474,5368.315,8109.316,4342.199,5720.146,15355.898,20180.287,30185.192,1338.513,1,-0.778,361,0,
PF3D7_1136200,chr11,27351.453,6285.199,2141.859,95541.7405,8175.834,1577.499,1904.744,23685.066,85765.404,105747.513,128247.184,72960.669,91519.516,137047.601,29550.0207,1,-2.026,652,0,
PF3D7_1136300,chr11,874229.505,781638.673,719827.327,26478.935,113122.87,60646.105,63100.037,83099.739,64661.997,64683.479,40366.246,35873.889,32586.121,12006.312,2158.1732,1,-2.071,518,1138.430601,sp|Q7KZF4|SND1_HUMAN
PF3D7_1136400,chr11,58826.171,37619.208,47482.62,24021.70885,56872.258,33690.573,22941.22,22572.912,23809.549,26769.656,26713.429,4902.554,7251.945,2239.081,9073.2281,0.13,-2.91,599,0,
PF3D7_1136500,chr11,287611.449,254817.029,211430.42,390339.9501,229585.11,174648.045,191666.916,257000.103,312772.34,321908.476,458855.642,364143.444,279547.538,206511.16,112576.7194,0.225,-2.966,5,6222.939009,sp|P48730|KC1D_HUMAN
PF3D7_1136600,chr11,28675.617,31131.117,32215.369,29848.6395,95534.795,83677.347,60842.287,35657.093,23939.331,21216.862,22412.879,19204.238,11988.951,8540.736,27838.5226,0.123,-2.986,1102,0,
PF3D7_1136700,chr11,52846.797,8109.318,9662.813,99499.2977,5218.202,1391.655,3597.478,21247.723,60207.186,71659.628,115924.789,4959.288,4461.065,3028.135,347.0077,0.19,-3.284,135,0,
PF3D7_1136800,chr11,7241.625,13684.844,24025.697,11410.85775,16049.617,19279.134,16895.965,18219.332,14887.552,11067.636,11688.597,9380.313,8652.147,5301.864,8577.1326,0.12,-3.149,75,2330.601897,sp|Q9NXW2|DJB12_HUMAN
PF3D7_1136900,chr11,9691.646,8910.582,7012.729,273202.984,23976.394,5706.742,3512.332,5274.191,26754.648,78117.456,186998.103,84044.74,58408.882,33662.062,42757.8718,0.139,-2.957,976,641.3058166,sp|P29120|NEC1_HUMAN
PF3D7_1137000,chr11,77959.885,19844.799,42042.326,,,,,,,,,,,,,,,4,0,
PF3D7_1137100,chr11,23340.552,15160.724,21028.818,13495.6596,36569.195,48492.35,44702.595,34208.336,31552.327,16508.447,12411.577,20434.503,10248.669,7003.908,26077.9264,0.372,-2.535,200,1433.336667,sp|P82933|RT09_HUMAN
PF3D7_1137200,chr11,0,1704.954,1441.245,51308.5556,5129.048,1166.831,1523.73,8794.909,52660.602,60368.047,68329.625,10259.634,11591.621,10838.776,8486.0843,1,0.071,231,0,
PF3D7_1137300,chr11,92154.489,56706.369,53396.528,43771.92895,100085.164,94972.495,85312.488,70424.672,44836.132,40563.082,42150.925,20749.231,22803.372,21863.352,4331.3853,1,-2.335,266,1756.159942,sp|O96005|CLPT1_HUMAN
PF3D7_1137400,chr11,62679.562,68211.677,57462.695,12008.1756,2964.039,24404.63,70688.238,48168.761,31488.697,19023.417,15839.615,34876.521,41953.816,40505.906,70758.1801,0.993,-1.012,93,2235.28,tr|H0Y6K7|H0Y6K7_HUMAN
PF3D7_1137500,chr11,47723.934,48027.483,53341.686,25000.0253,2977.768,1988.487,20263.601,75244.687,99814.748,57581.984,49120.417,54730.027,75065.537,82832.955,32539.5114,0.429,-2.416,50,2151.197093,sp|O60783|RT14_HUMAN
PF3D7_1137600,chr11,0,1697.758,4158.943,1853.1277,153.022,91.627,186.355,1672.871,4813.763,2828.037,3504.849,9146.869,11649.255,8157.69,130699.5401,1,1.448,540,0,
PF3D7_1137700,chr11,0,96.896,632.918,1143.7052,279.84,109.029,212.155,856.388,3682.344,2664.825,3426.247,4100.629,5631.378,7929.48,91559.8713,1,-0.586,445,0,
PF3D7_1137800,chr11,14534.375,0,30.145,33053.6183,12195.646,3575.023,4181.825,3550.152,12687.562,14197.405,35199.658,104475.319,243479.846,300434.856,2923560.502,1,-1.009,70,0,
PF3D7_1137900,chr11,0,0,244.094,778.23525,83.94,45.982,0,77.318,633.645,450.196,634.282,965.501,9608.177,4050.857,8771.7616,0.85,-3.024,841,0,
PF3D7_1138000,chr11,47.213,479.934,7280.886,6217.5291,803.146,231.309,106.107,7438.574,16024.178,18426.879,14466.77,13198.107,16540.764,10685.505,7635.5398,0.12,-2.967,2197,0,
PF3D7_1138100,chr11,8526.997,8540.19,16329.772,3340.3642,24401.18,15735.599,10456.506,8684.533,8212.487,6321.697,5580.307,4100.389,3386.217,2143.555,0,0.301,-2.462,58,2857.12381,sp|Q9BTM9|URM1_HUMAN
PF3D7_1138200,chr11,0,152.932,1247.473,22381.4145,3776.239,5750.889,31092.661,52811.589,75192.058,29081.766,39875.977,215869.272,463041.86,799670.692,140300.8858,0.164,-2.692,55,0,
PF3D7_1138300,chr11,10296.316,18524.335,20296.124,16381.10705,5419.447,3150.513,19029.09,33116.009,44499.084,20102,25580.693,39020.202,79120.574,61390.427,58040.3817,0.947,-1.533,102,0,
PF3D7_1138350,chr11,10842.817,40452.064,32531.668,10978.6175,2057.667,2525.173,21368.346,37295.851,29623.804,17459.563,17863.8,23499.453,58902.534,40965.77,52570.6416,,,61,0,
PF3D7_1138400,chr11,345.188,432.941,3408.912,8619.07335,1164.462,259.659,494.218,11828.217,22587.717,19253.982,17513.805,15403.422,10922.227,7418.903,11195.8138,0.954,-2.882,2110,352.5752485,tr|H7C4W6|H7C4W6_HUMAN
PF3D7_1138500,chr11,37564.908,37945.6,48439.492,114386.2272,150903.77,108967.024,80854.18,125100.932,133815.941,119034.773,102736.225,195227.247,141635.813,148310.712,133569.3033,0.19,-2.797,427,779.2220779,sp|O15355|PPM1G_HUMAN
