Chr,Gene,Ring,ET,LT,Schizont,GII,GV,MIS,MFS,Number_of_Haplotypes,Number_of_Haplotypes_Above_25_Samples
chr11,PF3D7_1124300,175.7679,406.1164,240.7333,124.0974,22.0741,42.7879,0.218,-2.632,218,10
chr11,PF3D7_1124400,42.0282,63.1597,38.6406,2.3171,208.9681,1146.7076,0.119,-3.029,37,1
chr11,PF3D7_1124500,19.9275,11.0728,41.8552,6.9059,15.3174,88.5535,0.492,-2.286,249,8
chr11,PF3D7_1124600,17.9863,39.8872,635.9388,264.3974,58.0845,137.5459,0.121,-3.067,76,9
chr11,PF3D7_1124700,74.0181,205.5844,66.6706,10.1159,66.8341,101.3706,0.122,-2.922,129,12
chr11,PF3D7_1124800,149.8946,175.6462,89.9253,21.4797,106.4353,266.2342,0.177,-2.848,63,3
chr11,PF3D7_1124900,338.5775,785.4774,251.273,229.7191,1314.7582,3216.7496,0.12,0,25,2
chr11,PF3D7_1125000,87.1667,20.3425,232.5321,292.6955,541.9052,265.752,0.121,-2.945,76,2
chr11,PF3D7_1125100,21.2264,4.5409,72.2932,34.7571,39.123,99.01,0.12,-3.052,377,26
chr11,PF3D7_1125200,15.4485,67.7092,27.5711,18.2809,79.4123,113.3596,0.161,-2.743,43,1
chr11,PF3D7_1125300,61.0427,184.3472,81.1898,23.0847,62.6811,134.3525,0.147,-2.841,368,9
chr11,PF3D7_1125400,124.758,247.736,64.6486,6.3714,24.9941,38.1997,0.121,-2.949,112,7
chr11,PF3D7_1125500,183.2719,174.1176,81.6558,15.135,184.9902,161.7132,0.999,0,17,1
chr11,PF3D7_1125600,9.352,2.7282,23.9928,8.5075,126.4675,70.9228,0.12,0,30,2
chr11,PF3D7_1125700,18.3158,4.5119,140.3784,97.7489,7.828,40.0847,0.79,-2.968,304,25
chr11,PF3D7_1125800,17.1531,7.6896,152.2018,226.391,26.3268,28.0282,1,-1.254,185,13
chr11,PF3D7_1125900,30.0583,42.5568,14.6631,1.4583,46.73,128.1531,0.132,-3.114,11,1
chr11,PF3D7_1126000,222.399,397.8311,233.1103,130.482,66.5541,31.5004,0.119,-2.949,527,22
chr11,PF3D7_1126100,13.4294,20.1341,42.4153,8.8848,9.3921,16.7415,0.127,-2.95,1784,35
chr11,PF3D7_1126200,2182.2558,2170.1066,1114.5669,712.2769,3437.0155,642.0799,0.125,-2.983,15,1
chr11,PF3D7_1126300,18.0124,93.1028,111.9188,41.7533,36.888,135.0615,0.129,-2.879,343,21
chr11,PF3D7_1126400,73.6383,40.436,18.0384,4.2032,97.8887,94.6797,0.14,-2.959,60,1
chr11,PF3D7_1126500,133.4059,98.4481,40.892,4.1557,24.5387,68.8723,0.127,-2.957,654,26
chr11,PF3D7_1126600,23.9993,79.3452,24.0334,9.7031,12.5009,62.9947,1,-0.059,441,30
chr11,PF3D7_1126700,11.7038,0.7587,61.2543,98.6943,44.9966,72.6618,0.917,-3.049,259,15
chr11,PF3D7_1126800,34.8681,7.8823,2.3048,0.7229,56.1229,116.2854,0.994,-2.184,1416,43
chr11,PF3D7_1126900,86.6332,117.0194,122.7551,30.5686,137.5869,72.9816,0.12,0,12,1
chr11,PF3D7_1127000,78.8402,39.2858,29.8273,10.5763,14.2664,5.888,1,-0.05,87,15
chr11,PF3D7_1127100,65.1011,16.8811,254.9649,45.1215,296.2486,270.8456,0.847,0,43,4
chr11,PF3D7_1127200,9.4709,4.9117,5.6343,0,27.8287,99.7014,1,0,19,1
chr11,PF3D7_1127300,199.986,86.215,28.7302,6.0079,100.7214,255.4836,0.985,-1.218,81,2
chr11,PF3D7_1127400,4.3401,19.4132,17.428,3.9481,44.3441,59.966,0.123,-3.027,61,2
chr11,PF3D7_1127500,9.0036,3.9398,103.9448,40.9524,84.7777,216.8831,0.339,-2.769,114,4
chr11,PF3D7_1127600,10.7674,33.1556,102.7561,50.0636,149.5625,519.7686,0.178,-3.244,17,3
chr11,PF3D7_1127700,13.8204,10.7511,2.2423,0,18.123,18.5342,1,-2.261,237,7
chr11,PF3D7_1127800,37.8616,112.9036,46.6013,19.5305,18.3091,35.2639,0.198,-2.706,457,15
chr11,PF3D7_1127900,15.573,29.3298,40.471,15.9064,14.4501,120.3997,0.123,-2.962,136,5
chr11,PF3D7_1128000,4.2185,5.2506,6.8261,0,0.6761,1.5426,0.158,-2.838,663,19
chr11,PF3D7_1128000,0,0,0,0,0,0,0.158,-2.838,663,19
chr11,PF3D7_1128100,78.2141,169.4648,233.2735,61.1228,76.5595,111.2463,1,-2.205,57,5
chr11,PF3D7_1128200,50.1543,141.6445,94.0513,13.2246,240.2769,221.5522,0.176,-2.575,17,2
chr11,PF3D7_1128300,17.4531,17.1189,13.3172,1.3806,41.6548,136.931,1,-2.821,364,17
chr11,PF3D7_1128400,93.3252,90.1439,149.2085,46.2218,80.3963,315.7394,0.142,-2.868,61,6
chr11,PF3D7_1128500,79.8263,66.4816,42.1814,12.5301,12.0414,36.2933,0.126,-3.032,411,17
chr11,PF3D7_1128600,21.6333,1.4322,10.1315,0,35.7788,92.1912,1,-0.9,277,8
chr11,PF3D7_1128700,8.3973,1.1361,40.6162,50.4835,82.5066,162.6382,0.214,-2.706,246,16
chr11,PF3D7_1128900,11.0407,4.533,188.1052,348.925,40.7974,36.4484,0.124,-2.893,219,20
chr11,PF3D7_1129000,149.0629,423.0915,353.2739,326.4206,102.6653,74.1632,0.166,-2.784,79,12
chr11,PF3D7_1129100,641.4566,4246.4022,1101.3597,461.5068,191.0352,118.2382,1,-2.111,448,36
chr11,PF3D7_1129200,109.3966,83.3527,284.8381,121.7837,45.9347,76.9068,0.157,-2.738,50,3
chr11,PF3D7_1129300,32.0519,4.2057,56.0547,137.7071,5.725,5.456,1,-0.027,1181,34
chr11,PF3D7_1129400,139.1844,263.8255,89.3579,12.2223,38.3567,30.358,0.12,-3.043,272,11
chr11,PF3D7_1129500,31.3074,43.7834,75.5458,29.0134,34.673,118.6943,0.991,0.125,302,11
chr11,PF3D7_1129600,24.7938,5.54,12.5531,8.9579,21.7712,409.1575,1,-2.223,807,21
chr11,PF3D7_1129700,12.1886,12.0974,34.2549,8.1566,65.3411,43.8376,0.182,-3.273,39,3
chr11,PF3D7_1129800,26.9665,11.9872,40.5645,5.6071,47.8506,50.2658,0.122,-3.043,102,5
chr11,PF3D7_1129850,,,,,,,0.993,-2.402,,
chr11,PF3D7_1129900,164.3363,843.2329,100.446,45.731,183.5819,65.3939,1,-1.042,132,14
chr11,PF3D7_1130000,158.136,41.2953,53.1876,18.9774,18.8071,29.3732,0.167,-2.855,678,17
chr11,PF3D7_1130100,175.1541,394.1431,203.3166,103.6334,430.6714,898.2636,0.12,-3.006,13,1
chr11,PF3D7_1130200,1531.8778,3341.9486,1565.7234,1042.3023,461.3505,203.4186,0.208,-2.596,53,1
chr11,PF3D7_1130400,259.238,320.0209,880.8963,650.9205,139.6569,87.1979,0.125,-3.028,31,1
chr11,PF3D7_1130500,14.5284,10.9541,65.6867,43.3768,13.4337,33.1581,0.124,-3.024,438,8
chr11,PF3D7_1130600,42.0386,61.268,37.664,6.1433,16.0323,45.356,1,-0.3,488,16
chr11,PF3D7_1130700,27.7958,63.8918,167.4915,76.5637,46.7045,135.1019,0.133,-3.279,1189,41
chr11,PF3D7_1130800,10.8446,2.2201,4.7537,2.7692,27.4436,78.2694,0.957,-1.495,74,8
chr11,PF3D7_1130900,12.2838,15.2486,16.7922,3.1701,22.2009,37.0346,0.121,-2.999,772,24
chr11,PF3D7_1131000,17.3973,40.6009,90.1903,24.1161,114.1878,78.4899,1,-1.091,130,8
chr11,PF3D7_1131100,28.7916,152.951,187.9596,264.672,37.0374,336.4136,0.547,-2.479,579,26
chr11,PF3D7_1131200,9.7462,17.41,24.266,15.7619,53.2255,139.0496,1,0.989,100,6
chr11,PF3D7_1131300,8.7095,6.0621,15.2713,4.448,27.9179,80.5745,0.136,-2.819,382,22
chr11,PF3D7_1131400,16.076,17.8024,8.6636,1.3764,19.3999,38.117,0.126,-2.973,986,18
chr11,PF3D7_1131500,21.7708,4.5162,19.859,14.0834,378.0035,4408.169,0.202,-2.568,103,8
chr11,PF3D7_1131600,13.2097,1.9923,4.8915,0.981,2.8085,8.2338,1,-0.414,1383,26
chr11,PF3D7_1131700,8.5311,4.4243,4.2293,6.8983,191.4211,760.9994,0.903,-2.516,73,2
chr11,PF3D7_1131800,39.3029,347.3511,170.176,63.4237,18.6236,138.5385,1,-0.001,1368,35
chr11,PF3D7_1131900,13.43,1.4925,7.9896,1.1635,3.0749,10.3643,0.151,-2.791,420,20
chr11,PF3D7_1132000,136.2624,77.0403,169.2216,86.8027,99.058,175.5764,0.585,-3.037,392,11
chr11,PF3D7_1132100,23.063,4.1008,2.352,0,8.1848,16.5661,1,-1.641,840,33
chr11,PF3D7_1132200,562.9798,1192.9425,634.1819,177.3766,187.6326,131.1673,0.174,-2.998,58,3
chr11,PF3D7_1132300,10.3906,42.2114,73.1467,40.6097,66.1506,146.8037,0.125,-3.046,23,1
chr11,PF3D7_1132400,27.1443,97.586,100.811,68.6699,29.055,199.9718,1,-0.766,829,23
chr11,PF3D7_1132500,18.6305,3.8245,2.9248,1.8831,4.3545,7.0966,1,-0.049,1071,30
chr11,PF3D7_1132600,88.552,105.4039,99.6474,65.9969,23.0841,58.9642,1,0.832,175,7
chr11,PF3D7_1132700,68.8912,25.9838,168.0742,184.0003,36.2469,35.5673,0.371,-2.291,76,2
chr11,PF3D7_1132800,13.9631,20.5174,261.2002,198.2165,302.5319,65.1147,0.151,-2.791,31,4
chr11,PF3D7_1132900,20.623,32.4679,25.4137,10.7203,10.6242,96.1036,0.967,-2.008,62,4
chr11,PF3D7_1133000,67.6978,18.9933,20.4669,10.7688,98.7181,748.9409,0.251,-3.362,18,9
chr11,PF3D7_1133100,909.6374,709.3755,173.0296,51.0487,64.443,67.3539,0.131,-2.945,300,11
chr11,PF3D7_1133200,35.8175,11.7192,294.1048,165.9446,69.2317,64.5814,0.997,-2.594,757,26
chr11,PF3D7_1133300,8.7348,1.51,49.6541,80.0484,2.7221,5.0412,0.119,-3.087,46,5
chr11,PF3D7_1133400,31.1601,7.2254,314.9548,384.4895,36.7355,20.0451,0.776,-2.387,1860,84
chr11,PF3D7_1133500,23.9822,2.4875,11.8892,0,22.4215,90.3551,0.124,-2.827,83,7
chr11,PF3D7_1133600,29.5116,6.398,8.0587,1.1736,48.8497,142.5362,0.134,-3.183,236,16
chr11,PF3D7_1133700,775.7019,85.6111,20.9013,2.9245,13.1114,24.4044,1,-1.847,374,16
chr11,PF3D7_1133800,77.4582,101.5208,190.4168,106.7458,19.8051,102.6987,0.123,-3.149,251,17
chr11,PF3D7_1133900,119.8526,60.8668,105.6057,32.9144,10.5106,11.0884,1,-2.468,676,33
chr11,PF3D7_1134000,187.7713,1246.296,614.5449,78.5812,127.5939,56.467,0.182,-2.879,59,11
chr11,PF3D7_1134100,32.3782,45.7708,157.4088,119.0835,38.2225,54.3969,0.995,-2.894,92,3
chr11,PF3D7_1134200,48.745,82.7095,28.8975,6.1802,5.5803,22.373,0.16,-3.249,1198,30
chr11,PF3D7_1134300,34.9483,6.7665,77.342,45.9692,26.2636,59.8329,1,-1.442,1691,32
chr11,PF3D7_1134400,11.6111,8.5808,30.7383,5.6334,72.1114,36.1869,0.12,-3.033,36,3
chr11,PF3D7_1134500,38.0161,60.362,55.3521,26.1083,9.3202,35.5621,0.181,-3.306,1085,33
chr11,PF3D7_1134600,17.7126,4.0143,14.105,2.3683,8.9412,40.9747,1,-2.522,1631,39
chr11,PF3D7_1134700,188.6133,327.1558,55.3348,20.7318,26.5982,22.3817,0.12,-2.941,288,16
chr11,PF3D7_1134800,331.7039,231.6791,261.6944,366.2802,165.3007,80.0347,0.142,-3.396,81,4
chr11,PF3D7_1134900,22.9189,9.339,7.4665,14.5613,2.1865,17.9138,0.157,-2.808,321,12
chr11,PF3D7_1135000,11.4882,1.7874,16.9492,4.459,177.1269,518.4385,0.66,-2.879,40,3
chr11,PF3D7_1135100,116.4339,64.1154,121.9953,145.1923,22.016,103.834,0.12,-3.018,408,49
chr11,PF3D7_1135200,,,,,,,0.842,-2.924,,
chr11,PF3D7_1135300,22.605,5.1468,8.8559,8.0248,44.1824,39.1772,0.175,-2.603,111,8
chr11,PF3D7_1135400,200.3722,60.3732,133.4727,70.1724,48.0581,60.3953,0.456,-3.016,45,5
chr11,PF3D7_1135500,4.9178,1.4346,24.1363,2.9825,34.4832,38.8276,0.119,-3.49,122,2
chr11,PF3D7_1135600,23.3129,10.8137,18.0037,4.9177,27.1528,52.5893,1,-0.854,873,32
chr11,PF3D7_1135700,56.1279,82.4742,44.5209,6.0515,251.8812,141.4965,0.14,-2.947,23,2
chr11,PF3D7_1135800,25.4215,16.7334,16.8683,4.7437,143.3864,130.4217,0.123,-2.718,105,6
chr11,PF3D7_1135900,33.6405,7.6074,177.5558,142.3373,59.2454,170.5125,0.123,-3.073,28,2
chr11,PF3D7_1136000,16.5288,2.6032,45.1233,21.4011,5.7695,22.038,1,-0.18,1576,23
chr11,PF3D7_1136100,13.5987,0.4808,2.9418,1.4995,5.9441,70.8927,1,-0.778,361,13
chr11,PF3D7_1136200,11.3423,0.8272,169.3215,398.9621,25.2795,58.1787,1,-2.026,652,26
chr11,PF3D7_1136300,656.6769,130.5957,203.9596,170.3137,51.6474,67.1841,1,-2.071,518,18
chr11,PF3D7_1136400,90.7836,69.8977,90.5663,39.5279,22.5713,40.9166,0.13,-2.91,599,19
chr11,PF3D7_1136500,0,0,0,0,0,0,0.225,-2.966,5,1
chr11,PF3D7_1136500,47.2308,13.7451,17.3842,7.4185,23.1451,32.7578,0.225,-2.966,5,1
chr11,PF3D7_1136600,483.8661,255.5362,78.8531,8.6031,21.1372,38.0398,0.123,-2.986,1102,28
chr11,PF3D7_1136700,18.5888,6.4823,7.4359,8.5522,4.3662,4.6613,0.19,-3.284,135,2
chr11,PF3D7_1136700,0,0,0,0,0,0,0.19,-3.284,135,2
chr11,PF3D7_1136800,31.9238,43.9654,39.9526,22.3722,21.4135,22.2078,0.12,-3.149,75,3
chr11,PF3D7_1136900,33.8777,12.5641,67.6094,43.0022,28.0953,55.574,0.139,-2.957,976,49
chr11,PF3D7_1137000,,,,,,,,,4,1
chr11,PF3D7_1137100,127.9974,129.5497,88.8371,270.4373,29.2276,34.8871,0.372,-2.535,200,9
chr11,PF3D7_1137200,27.6626,5.0211,23.3135,52.5657,33.9906,221.6623,1,0.071,231,7
chr11,PF3D7_1137300,111.3728,189.211,148.8857,23.2908,86.6853,112.243,1,-2.335,266,10
chr11,PF3D7_1137400,24.9184,56.6904,47.5489,7.9837,22.6061,48.8429,0.993,-1.012,93,4
chr11,PF3D7_1137500,6.2903,3.2622,86.8997,23.7365,159.0644,184.7139,0.429,-2.416,50,2
chr11,PF3D7_1137600,16.4727,1.2013,3.6749,1.2488,10.313,34.2256,1,1.448,540,13
chr11,PF3D7_1137700,19.2422,2.7574,2.7112,0,15.42,85.6413,1,-0.586,445,11
chr11,PF3D7_1137800,26.7788,2.7776,32.9236,25.9845,91.5606,176.5605,1,-1.009,70,6
chr11,PF3D7_1137900,10.8021,2.1008,0.2678,0,6.853,14.2144,0.85,-3.024,841,28
chr11,PF3D7_1138000,20.2965,2.4977,103.008,105.7048,33.4486,126.0347,0.12,-2.967,2197,36
chr11,PF3D7_1138100,14.5736,2.9834,6.8447,3.7214,25.8162,66.9346,0.301,-2.462,58,4
chr11,PF3D7_1138200,22.281,36.49,108.1333,116.6349,120.2874,155.4493,0.164,-2.692,55,3
chr11,PF3D7_1138300,43.1179,42.6075,90.8183,90.4626,138.2122,140.4334,0.947,-1.533,102,3
chr11,PF3D7_1138350,16.459,6.4019,46.0202,0,623.8706,275.6299,,,61,3
chr11,PF3D7_1138400,20.1999,2.2448,77.9674,58.7245,10.9201,21.0515,0.954,-2.882,2110,41
chr11,PF3D7_1138500,324.5708,168.8252,447.8664,198.8415,78.0296,138.6452,0.19,-2.797,427,16
chr11,PF3D7_1138600,71.5122,46.7533,39.6011,12.9186,22.5571,44.2586,1,-1.099,218,4
chr11,PF3D7_1138700,105.6918,94.1095,42.5625,9.4668,11.4667,40.0006,0.831,-2.986,1194,23
chr11,PF3D7_1138800,163.8514,104.7093,86.157,45.121,17.5224,42.3039,0.125,-2.867,1185,23
chr11,PF3D7_1139100,250.4264,50.254,24.1946,9.1997,3.7726,13.7483,1,-0.063,1148,27
chr11,PF3D7_1139200,93.0807,8.4088,22.1496,5.8271,34.6489,21.4607,0.139,-3.221,164,8
chr11,PF3D7_1139300,172.8008,274.0525,85.2611,11.1183,15.7833,58.4745,1,-2.777,1915,41
chr11,PF3D7_1139500,9.817,1.8328,5.1394,0,24.8597,24.4764,1,-1.669,192,9
chr11,PF3D7_1139600,18.9318,3.2216,2.4637,1.4352,3.3187,42.7768,0.156,-2.723,531,18
chr11,PF3D7_1139700,20.0785,7.4973,21.9784,8.7673,8.0451,24.0293,0.119,-3.079,133,4
chr11,PF3D7_1139800,28.3117,18.4179,55.059,24.4999,11.941,48.8479,0.125,-3.065,1334,21
chr11,PF3D7_1139900,33.7503,22.8671,34.3271,11.8848,30.536,22.8467,0.198,-2.836,92,3
chr11,PF3D7_1140000,13.1748,3.1192,5.4523,8.3374,6.4265,7.1409,0.203,-2.805,407,20
chr11,PF3D7_1140100,16.8599,26.6059,60.4665,32.7196,94.5761,61.0524,0.831,-2.068,4,1
chr11,PF3D7_1140200,117.0718,782.2138,888.0981,825.8598,316.8479,37.7548,0.422,-2.428,387,14
chr11,PF3D7_1140300,7.2413,6.1696,17.2314,15.0567,26.2511,66.0561,0.613,-3.206,107,6
chr11,PF3D7_1140400,22.2771,12.2752,582.0156,1058.3004,43.8863,15.8142,0.189,-3.016,58,5
chr11,PF3D7_1140500,19.3798,4.873,11.8785,1.4246,18.8245,68.9806,1,-2.507,787,20
chr11,PF3D7_1140600,34.6886,8.5861,26.7856,50.1495,11.9335,198.3104,1,-2.099,1222,19
chr11,PF3D7_1140700,111.351,272.4103,31.8489,11.9758,12.5717,30.8627,1,-0.141,1047,34
chr11,PF3D7_1140800,66.4915,82.5608,45.6415,16.2849,13.8333,23.645,0.134,-2.921,406,11
chr11,PF3D7_1140900,14.0294,3.8519,25.9222,12.0117,8.8619,20.5759,0.123,-3.074,2092,59
chr11,PF3D7_1141000,18.9955,2.4628,1.0762,2.1943,6.5238,35.5206,0.578,-2.461,465,12
chr11,PF3D7_1141100,27.8993,4.0694,0.6051,0.3525,17.3503,362.2322,1,-0.393,1689,31
chr11,PF3D7_1141200,5.4917,2.8481,72.4197,133.2211,1095.0836,232.0092,1,0,20,1
chr11,PF3D7_1141300,14.4327,3.3682,133.3697,116.7047,66.1177,105.1544,0.12,-3.05,536,11
chr11,PF3D7_1141400,15.5218,4.3908,116.9635,47.9226,76.1392,68.6044,0.226,-2.53,167,9
chr11,PF3D7_1141500,13.4983,1.0863,3.5997,2.2583,23.8721,19.1485,0.608,-2.703,122,6
chr11,PF3D7_1141600,15.6006,19.8588,45.5605,10.3213,17.0478,31.8243,0.128,-2.885,74,1
chr11,PF3D7_1141700,33.184,52.0662,46.1744,2.7288,24.3388,30.6171,0.121,-2.867,151,3
chr11,PF3D7_1141800,12.7157,2.7477,160.748,198.7875,23.2103,33.6117,0.993,-2.659,73,4
chr11,PF3D7_1141900,20.2433,0.543,2.0763,0,51.4635,782.3131,1,-1.121,334,20
chr11,PF3D7_1142000,49.8251,6.12,9.6204,5.3012,11.5581,49.9451,0.148,-2.895,436,14
chr11,PF3D7_1142100,261.0022,66.0582,171.325,77.343,120.0672,111.9216,1,-2.661,2011,35
chr11,PF3D7_1142200,8.6299,1.1189,5.5618,5.2337,11.5261,33.769,1,-1.695,129,6
chr11,PF3D7_1142300,37.1669,26.9187,164.6864,117.7535,22.4665,56.9847,0.532,-2.432,1178,23
chr11,PF3D7_1142400,127.4421,40.6725,57.4866,31.7082,15.3378,20.9503,0.121,-3.078,57,1
chr11,PF3D7_1142500,187.643,821.8903,276.6079,98.7166,526.5971,73.2767,0.147,-3.434,46,5
chr11,PF3D7_1142600,388.5926,651.7469,232.4785,46.0701,304.9646,122.0185,0.127,-2.613,38,3
chr11,PF3D7_1142700,69.7715,69.5119,40.5364,13.8571,11.771,12.7163,0.128,-2.892,535,17
chr11,PF3D7_1142800,22.6412,13.3858,98.5954,43.9392,108.8627,252.1452,0.171,-2.815,72,1
chr11,PF3D7_1142900,10.8639,1.8372,25.29,40.1043,20.0615,116.5904,0.238,-2.647,251,7
chr11,PF3D7_1143000,17.2511,1.7504,27.6647,12.7365,30.654,132.151,0.122,-3.126,140,4
chr11,PF3D7_1143100,31.1127,11.4792,225.9162,244.538,21.7982,286.7215,0.406,-2.557,1413,36
chr11,PF3D7_1143200,24.6276,16.5457,100.5592,109.5282,21.2307,93.1899,1,-1.058,158,13
chr11,PF3D7_1143300,222.7384,193.5599,79.6724,32.4881,54.7909,167.8338,0.129,-2.889,103,6
chr11,PF3D7_1143400,171.5447,550.4325,400.3418,269.8783,422.3834,217.4091,0.978,-2.774,4,2
chr11,PF3D7_1143500,19.4755,19.6954,67.3921,20.4726,74.9132,185.8674,1,-1.116,766,25
chr11,PF3D7_1143600,16.4094,2.6874,9.762,6.2853,121.1175,504.594,0.907,-2.266,150,8
chr11,PF3D7_1143700,8.7022,3.8976,9.2557,0.6397,20.0755,34.408,0.985,-2.702,572,9
chr11,PF3D7_1143800,106.5866,143.5551,77.7624,10.9342,16.7854,16.747,0.12,-3.012,503,30
chr11,PF3D7_1143900,44.5488,35.083,17.0138,10.6734,123.8471,104.444,0.572,-3.067,152,7
chr11,PF3D7_1144000,427.2648,1667.8353,653.2538,504.7348,1078.4849,118.5576,0.776,0,6,1
chr11,PF3D7_1144100,40.3246,59.3774,150.7896,76.8597,346.2284,211.852,0.222,-4.036,14,1
chr11,PF3D7_1144200,118.461,78.4817,31.7515,6.3158,104.8405,150.1114,1,-0.008,236,11
chr11,PF3D7_1144300,286.3965,2896.9067,750.0342,777.8223,2126.0609,248.6926,,,1,1
chr11,PF3D7_1144400,36.6249,6.1335,4.8418,1.234,5.0955,36.9912,1,-2.314,1310,24
chr11,PF3D7_1144500,34.0422,36.5869,38.3718,16.2989,30.1517,64.96,0.154,-2.669,103,4
chr11,PF3D7_1144600,77.0302,57.9583,49.2061,10.7217,27.8287,372.5685,0.21,-2.701,115,3
chr11,PF3D7_1144700,26.0375,9.1346,109.3395,27.2467,245.0666,87.1941,0.12,-3.003,85,6
chr11,PF3D7_1144800,38.4132,1.9922,16.1489,4.9698,28.3203,630.1946,0.204,-2.694,343,10
chr11,PF3D7_1144900,56.5187,54.9585,244.5558,321.3414,182.937,106.9713,0.78,-2.414,13,2
chr11,PF3D7_1145000,21.9379,4.9228,13.8039,21.4919,8.114,34.3609,0.995,-1.41,430,9
chr11,PF3D7_1145100,56.5597,51.3985,144.2257,58.0004,26.5768,43.5875,0.133,-3.165,334,10
chr11,PF3D7_1145200,46.1354,9.8719,492.4779,1278.8516,80.9755,435.4693,1,-2.278,2159,38
chr11,PF3D7_1145300,14.2495,34.3105,73.8717,102.0553,351.8146,150.852,0.222,-2.581,49,1
chr11,PF3D7_1145400,193.6306,109.1166,698.4049,1606.4114,77.9914,94.5059,0.12,-3.055,143,4
chr11,PF3D7_1145500,13.7433,28.9444,50.0528,10.571,17.1916,33.5693,1,-0.269,463,25
chr11,PF3D7_1145600,12.2228,2.2186,49.2029,56.3361,65.6256,137.4742,0.241,-2.714,353,11
chr11,PF3D7_1145700,8.4118,2.8044,24.3062,23.3209,59.2237,147.3093,0.131,-3.049,352,23
chr11,PF3D7_1145800,54.3333,70.2685,31.111,10.7091,12.2458,31.609,0.203,-2.592,1389,47
chr11,PF3D7_1145900,11.7547,6.0961,15.2808,6.3367,95.5934,114.1549,1,-0.662,220,8
chr11,PF3D7_1146000,100.6519,123.272,71.0125,52.4654,34.3299,31.6282,0.13,-2.961,374,15
chr11,PF3D7_1146100,5.4198,0,3.2243,0,478.6258,3280.2945,0.142,-2.886,84,6
chr11,PF3D7_1146200,9.2361,1.1975,11.9049,0,88.8176,1049.6946,0.182,-2.611,88,5
chr11,PF3D7_1146300,12.3564,0,0,0,44.0087,628.1363,0.748,-2.967,123,8
chr11,PF3D7_1146500,7.0361,0,0,0,62.0232,167.6319,0.774,-1.133,129,13
chr11,PF3D7_1146600,9.4746,0.567,82.8997,0.7072,23.4787,39.0684,1,-2.157,771,23
chr11,PF3D7_1146700,10.9978,1.2581,1.7319,0,3.3698,13.7102,1,0.591,478,14
chr11,PF3D7_1146800,13.0865,3.1383,5.0926,1.9095,69.7822,305.7148,1,-1.589,1952,25
chr11,PF3D7_1146900,13.7293,6.4082,11.9792,2.2204,90.9514,124.3721,0.565,-2.48,53,2
chr11,PF3D7_1147000,16.0926,2.2148,3.4612,14.7144,1.488,4.3724,1,-0.719,2030,29
chr11,PF3D7_1147100,8.4409,1.3133,0,4.0952,634.4801,1012.2769,0.698,-3.542,51,1
chr11,PF3D7_1147200,25.4532,2.5236,4.6763,12.107,30.6958,591.9437,1,-1.94,1784,27
chr11,PF3D7_1147300,26.1685,40.9852,124.8531,41.0509,44.7369,158.1101,1,-2.1,711,24
chr11,PF3D7_1147400,9.8464,14.5534,405.9363,2020.7477,568.1196,88.379,0.153,-2.944,17,2
chr11,PF3D7_1147500,17.4566,32.5914,11.8389,0,6.9945,12.3317,0.128,-3.062,616,19
chr11,PF3D7_1147600,9.1345,4.6461,36.1579,18.7498,27.5909,55.4767,0.868,-1.676,181,6
chr11,PF3D7_1147700,13.6668,4.3493,40.2824,16.5767,123.9571,77.9591,1,-1.703,35,3
chr11,PF3D7_1147800,1.9836,0.3858,0.0983,0,0.7948,1.7859,1,-0.858,196,6
chr11,PF3D7_1147800,0,0,0,0,0,0,1,-0.858,196,6
chr11,PF3D7_1147900,48.3483,48.4187,103.4791,60.665,182.1438,313.1401,0.141,-3.386,29,3
chr11,PF3D7_1148000,21.8804,7.4569,85.0427,39.9353,27.5537,44.5954,0.119,-2.973,530,21
chr11,PF3D7_1148100,,,,,,,,,3,1
chr11,PF3D7_1148500,,,,,,,,,1,1
chr11,PF3D7_1148620,,,,,,,,,1,1
chr11,PF3D7_1148700,185.2685,189.8102,20.2542,2.753,59.5687,14.6193,0.386,-2.739,262,28
chr11,PF3D7_1148800,132.7861,5.32,9.832,0,0.9134,7.1045,1,-2.514,152,11
chr11,PF3D7_1148900,289.2767,29.5891,4.7638,0,3.2085,2.0797,1,-1.596,10,2
chr11,PF3D7_1149000,105.6824,2224.0482,355.5298,26.5661,21.1401,6.9942,1,-0.293,89,0
chr11,PF3D7_1149100,9.0409,14.0661,4.858,0,19.8654,15.997,0.983,-2.738,70,7
chr11,PF3D7_1149100,0,0,0,0,0,0,0.983,-2.738,70,7
chr11,PF3D7_1149200,417.516,13.7369,193.9851,35.2084,4.4585,3.8197,1,-2.517,516,16
chr11,PF3D7_1149300,24.2412,11.9303,7.652,2.4002,2.3787,2.4669,1,-2.749,233,8
chr11,PF3D7_1149400,26.5749,427.4887,134.9452,4.6048,6.0846,3.5495,0.449,-2.342,102,17
chr11,PF3D7_1149500,,,,,,,1,-2.81,,
chr11,PF3D7_1149600,635.8581,89.4595,41.6665,5.1936,3.6764,4.5754,1,-0.493,882,71
chr11,PF3D7_1149700,26.0911,3.3828,2.5869,0,0,0,0.418,-3.2,,
chr11,PF3D7_1149800,21.8936,3.0966,7.1043,0,0.7975,0,1,-1.316,,
chr11,PF3D7_1149900,14.1464,14.3908,3.8842,0,2.6161,0.9044,0.27,-2.556,,
chr11,PF3D7_1150000,12.6327,5.8963,0.501,2.043,0,0,0.758,-2.244,,
