QueryIsoform	QueryID	TargetID	Identity	Coverage	QueryLength	MisMatch	Gaps	Evalue	BitScore	ManualScore
PF3D7_1020100.1-p1	PF3D7_1020100	sp|Q8TF09|DLRB2_HUMAN	57.447	94	101	40	0	4.45E-38	124	5346.55247524753
PF3D7_1020200.1-p1	PF3D7_1020200	tr|A0A087WX80|A0A087WX80_HUMAN	19.898	588	823	392	19	0.0000000337	58.9	1421.63110571081
PF3D7_1020300.1-p1	PF3D7_1020300	sp|Q13409|DC1I2_HUMAN	37.123	431	769	258	10	5.12E-96	312	2080.62587776333
PF3D7_1020700.1-p1	PF3D7_1020700	tr|E9PMU0|E9PMU0_HUMAN	43.946	223	1269	124	1	2.18E-60	209	772.258313632782
PF3D7_1020800.1-p1	PF3D7_1020800	tr|A0A7P0Z4G4|A0A7P0Z4G4_HUMAN	22.705	599	640	406	12	7.14E-36	143	2125.04609375
PF3D7_1020900.1-p1	PF3D7_1020900	sp|P84077|ARF1_HUMAN	75.691	181	181	44	0	4.79E-104	297	7569.1
PF3D7_1021400.1-p1	PF3D7_1021400	tr|A0A0C4DFM1|A0A0C4DFM1_HUMAN	32.748	626	619	383	9	8.98E-117	362	3311.83327948304
PF3D7_1021500.1-p1	PF3D7_1021500	sp|Q9Y2R4|DDX52_HUMAN	28.442	443	680	243	11	3.49E-49	182	1852.91264705882
PF3D7_1021600.1-p1	PF3D7_1021600	sp|Q9Y315|DEOC_HUMAN	29.52	271	263	168	6	5.35E-25	102	3041.79467680608
PF3D7_1021900.1-p1	PF3D7_1021900	sp|O75832|PSD10_HUMAN	32.065	184	2290	114	2	2.94E-19	90.1	257.640174672489
PF3D7_1022000.1-p1	PF3D7_1022000	tr|B1AM48|B1AM48_HUMAN	31.073	177	1426	86	8	2.67E-11	65.1	385.688709677419
PF3D7_1022100.1-p1	PF3D7_1022100	sp|O95568|MET18_HUMAN	32.093	215	259	132	8	4.57E-24	100	2664.09073359073
PF3D7_1022300.1-p1	PF3D7_1022300	sp|Q9NY26|S39A1_HUMAN	21.687	166	325	119	3	0.00000277	49.3	1107.70523076923
PF3D7_1022400.1-p1	PF3D7_1022400	tr|J3KTL2|J3KTL2_HUMAN	44.134	179	538	89	5	1.06E-31	124	1468.39888475836
PF3D7_1022500.1-p1	PF3D7_1022500	sp|O75390|CISY_HUMAN	42.009	438	563	245	5	1.29E-124	375	3268.19573712256
PF3D7_1022600.1-p1	PF3D7_1022600	sp|Q8TBB5|KLDC4_HUMAN	26.429	420	891	210	13	1.45E-40	158	1245.81144781145
PF3D7_1022900.1-p1	PF3D7_1022900	sp|P0C7P0|CISD3_HUMAN	37.037	81	118	48	2	1.9E-10	55.1	2542.37033898305
PF3D7_1023100.1-p1	PF3D7_1023100	sp|Q9NYC9|DYH9_HUMAN	40.329	791	5687	434	19	3.32E-162	571	560.932635836118
PF3D7_1023400.1-p1	PF3D7_1023400	tr|A0A8V8TKV6|A0A8V8TKV6_HUMAN	27.907	86	195	62	0	0.000000726	48.1	1230.77025641026
PF3D7_1023900.1-p1	PF3D7_1023900	tr|A0A1B0GTU9|A0A1B0GTU9_HUMAN	43.083	759	3328	354	18	2.89E-175	568	982.572025240385
PF3D7_1024200.1-p1	PF3D7_1024200	sp|Q6NXG1|ESRP1_HUMAN	30.263	76	160	53	0	7.74E-10	57.4	1437.4925
PF3D7_1025000.1-p1	PF3D7_1025000	tr|M0R165|M0R165_HUMAN	29.902	204	980	125	8	1.6E-19	95.5	622.449795918367
PF3D7_1025100.1-p1	PF3D7_1025100	sp|O94808|GFPT2_HUMAN	31.686	688	829	388	15	2.1E-97	319	2629.67044632087
PF3D7_1025500.1-p1	PF3D7_1025500	tr|A0A669KB38|A0A669KB38_HUMAN	19.843	383	5767	267	13	0.0000566	51.2	131.78201838044
PF3D7_1025600.1-p1	PF3D7_1025600	sp|Q14061|COX17_HUMAN	45.614	57	67	31	0	3.52E-12	55.8	3880.59402985075
PF3D7_1026400.1-p1	PF3D7_1026400	sp|Q9UM11|FZR1_HUMAN	36.757	370	603	179	4	1.23E-84	274	2255.40464344942
PF3D7_1026800.1-p1	PF3D7_1026800	sp|P08865|RSSA_HUMAN	50.187	267	263	119	3	1.65E-89	268	5095.03003802281
PF3D7_1027000.1-p1	PF3D7_1027000	tr|H0YB71|H0YB71_HUMAN	21.127	142	1811	88	1	0.00000933	50.4	165.656212037548
PF3D7_1027100.1-p1	PF3D7_1027100	tr|A0A8Q3WK70|A0A8Q3WK70_HUMAN	26.18	233	772	119	5	3.54E-12	70.9	790.147668393782
PF3D7_1027200.1-p1	PF3D7_1027200	sp|Q9H7H0|MET17_HUMAN	23.958	384	520	235	12	8.02E-20	93.2	1769.20615384615
PF3D7_1027400.1-p1	PF3D7_1027400	sp|P62487|RPB7_HUMAN	39.181	171	177	102	1	1.54E-40	135	3785.28305084746
PF3D7_1027600.1-p1	PF3D7_1027600	sp|Q9Y5K1|SPO11_HUMAN	28.826	281	336	193	5	2.95E-32	125	2410.74583333333
PF3D7_1027700.1-p1	PF3D7_1027700	sp|O15182|CETN3_HUMAN	65.359	153	179	53	0	1.22E-69	209	5586.55139664804
PF3D7_1027700.2-p1	PF3D7_1027700	sp|O15182|CETN3_HUMAN	64.706	153	179	54	0	5.23E-69	207	5530.73631284916
PF3D7_1027800.1-p1	PF3D7_1027800	sp|P39023|RL3_HUMAN	64.557	395	386	128	3	0	515	6606.22150259067
PF3D7_1027900.1-p1	PF3D7_1027900	sp|Q9UIJ5|ZDHC2_HUMAN	29.667	300	285	173	6	9.56E-37	135	3122.84210526316
PF3D7_1028000.1-p1	PF3D7_1028000	sp|Q96BT7|ALKB8_HUMAN	28.54	459	593	266	12	4.31E-44	167	2209.0826306914
PF3D7_1028200.1-p1	PF3D7_1028200	sp|Q7L0R7|RNF44_HUMAN	40	70	274	38	2	0.00000000135	59.3	1021.89781021898
PF3D7_1028300.1-p1	PF3D7_1028300	sp|Q99848|EBP2_HUMAN	30.657	137	315	64	5	0.00000000222	58.5	1333.33619047619
PF3D7_1028400.1-p1	PF3D7_1028400	sp|Q9H7B2|RPF2_HUMAN	26.63	184	483	130	4	0.000000087	54.7	1014.47619047619
PF3D7_1029600.1-p1	PF3D7_1029600	sp|P00813|ADA_HUMAN	26.453	344	367	223	10	1.96E-24	103	2479.51825613079
PF3D7_1030000.1-p1	PF3D7_1030000	sp|P63272|SPT4H_HUMAN	42.105	95	133	53	2	1.18E-24	92	3007.5
PF3D7_1030100.1-p1	PF3D7_1030100	sp|O60231|DHX16_HUMAN	53.323	632	1290	286	6	0	750	2612.41364341085
PF3D7_1030500.1-p1	PF3D7_1030500	sp|Q9UNM6|PSD13_HUMAN	26.254	339	393	242	5	5.33E-37	139	2264.65801526718
PF3D7_1030600.1-p1	PF3D7_1030600	sp|Q9NPF4|OSGEP_HUMAN	41.86	258	598	100	4	3.83E-63	212	1806
PF3D7_1030800.1-p1	PF3D7_1030800	tr|B1AKR1|B1AKR1_HUMAN	40	60	212	33	2	0.0000142	44.7	1132.07547169811
PF3D7_1031000.1-p1	PF3D7_1031000	tr|A0A7P0TA56|A0A7P0TA56_HUMAN	32.335	167	217	91	9	0.00000908	47	2488.45391705069
PF3D7_1031200.1-p1	PF3D7_1031200	sp|B2RC85|R10B2_HUMAN	35.249	261	364	152	4	1.56E-31	127	2527.46950549451
PF3D7_1031400.1-p1	PF3D7_1031400	sp|Q5T2D3|OTUD3_HUMAN	30.682	176	938	112	6	3.5E-15	79.7	575.696375266525
PF3D7_1031400.2-p1	PF3D7_1031400	sp|Q5T2D3|OTUD3_HUMAN	30.682	176	945	112	6	3.48E-15	79.7	571.431957671958
PF3D7_1031500.1-p1	PF3D7_1031500	tr|A0A2R8Y5G6|A0A2R8Y5G6_HUMAN	37.306	386	917	231	7	7.07E-79	269	1570.35070883315
PF3D7_1031700.1-p1	PF3D7_1031700	sp|O60927|PP1RB_HUMAN	47.917	48	116	25	0	2.96E-11	57	1982.7724137931
PF3D7_1032100.1-p1	PF3D7_1032100	sp|Q9NPI6|DCP1A_HUMAN	27.82	133	1190	89	2	5.12E-12	71.2	310.929411764706
PF3D7_1032400.1-p1	PF3D7_1032400	sp|P37287|PIGA_HUMAN	48.578	422	461	207	4	2.58E-136	402	4446.83644251627
PF3D7_1032500.1-p1	PF3D7_1032500	sp|Q9GZP9|DERL2_HUMAN	28.78	205	263	137	4	2.69E-19	85.1	2243.30798479088
PF3D7_1032600.1-p1	PF3D7_1032600	tr|A0A087WXU0|A0A087WXU0_HUMAN	24.658	219	350	155	5	3.79E-11	63.9	1542.88628571429
PF3D7_1032800.1-p1	PF3D7_1032800	sp|Q15435|PP1R7_HUMAN	42.955	291	309	160	4	3.42E-62	202	4045.27669902913
PF3D7_1033100.1-p1	PF3D7_1033100	sp|P11926|DCOR_HUMAN	32.773	357	1434	186	6	1.66E-46	175	815.896861924686
PF3D7_1033500.1-p1	PF3D7_1033500	sp|Q9NW82|WDR70_HUMAN	23.843	281	709	188	6	6.72E-23	104	944.976445698166
PF3D7_1033600.1-p1	PF3D7_1033600	sp|Q99459|CDC5L_HUMAN	47.877	424	915	177	12	4.45E-107	350	2218.56262295082
PF3D7_1033700.1-p1	PF3D7_1033700	sp|Q9ULH0|KDIS_HUMAN	36.486	148	488	86	4	3.08E-17	86.3	1106.54262295082
PF3D7_1033800.1-p1	PF3D7_1033800	sp|P20142|PEPC_HUMAN	25.946	370	450	207	14	1.87E-35	136	2133.33777777778
PF3D7_1033900.1-p1	PF3D7_1033900	sp|P62256|UBE2H_HUMAN	55.063	158	191	70	1	6.3E-62	191	4554.9497382199
PF3D7_1034000.1-p1	PF3D7_1034000	tr|A0A7I2V5Z4|A0A7I2V5Z4_HUMAN	30.461	673	663	404	15	4.58E-105	333	3092.04419306184
PF3D7_1034200.1-p1	PF3D7_1034200	sp|Q9P0M9|RM27_HUMAN	37.838	74	214	45	1	0.00000749	45.4	1308.41682242991
PF3D7_1034400.1-p1	PF3D7_1034400	sp|P31040|SDHA_HUMAN	61.83	634	631	207	8	0	749	6212.39619651347
PF3D7_1034700.1-p1	PF3D7_1034700	sp|P40616|ARL1_HUMAN	60.976	164	178	64	0	4.77E-76	226	5618.01348314607
PF3D7_1034900.1-p1	PF3D7_1034900	sp|Q96GW9|SYMM_HUMAN	34	500	889	289	12	2.6E-83	280	1912.26096737908
PF3D7_1035000.1-p1	PF3D7_1035000	tr|E7EUH7|E7EUH7_HUMAN	37.356	174	993	95	4	7.24E-26	113	654.576435045317
PF3D7_1035200.1-p1	PF3D7_1035200	sp|Q7Z2K8|GRIN1_HUMAN	28.689	488	585	329	8	2.5E-32	134	2393.20205128205
PF3D7_1036700.1-p1	PF3D7_1036700	sp|O14530|TXND9_HUMAN	42.177	147	210	78	2	2.88E-30	112	2952.39
PF3D7_1036800.1-p1	PF3D7_1036800	sp|O00400|ACATN_HUMAN	32.826	591	590	281	14	2.45E-80	263	3288.16372881356
PF3D7_1037000.1-p1	PF3D7_1037000	sp|O60673|REV3L_HUMAN	41.121	214	2226	122	3	6.26E-44	178	395.323180592992
PF3D7_1037100.1-p1	PF3D7_1037100	tr|A0A804F6T5|A0A804F6T5_HUMAN	30.795	302	745	166	5	2.47E-39	154	1248.33422818792
PF3D7_1037300.1-p1	PF3D7_1037300	sp|P12236|ADT3_HUMAN	62.162	296	301	106	5	8.16E-131	374	6112.94086378738
PF3D7_1037500.1-p1	PF3D7_1037500	sp|O00429|DNM1L_HUMAN	35.894	755	709	410	16	4.57E-137	421	3822.28067700987
PF3D7_1037600.1-p1	PF3D7_1037600	sp|P19447|ERCC3_HUMAN	43.394	719	886	351	10	0	596	3521.4769751693
PF3D7_1037700.1-p1	PF3D7_1037700	sp|P84090|ERH_HUMAN	34.951	103	105	64	1	8.78E-21	80.5	3428.52666666667
PF3D7_1037800.1-p1	PF3D7_1037800	sp|Q8IWG1|DNAI3_HUMAN	21.79	771	944	458	26	1.05E-18	92.8	1779.67055084746
PF3D7_1038300.1-p1	PF3D7_1038300	tr|A0A8I5KW16|A0A8I5KW16_HUMAN	23.56	191	366	139	4	0.0000261	47	1229.49726775956
PF3D7_1038400.1-p1	PF3D7_1038400	tr|A0A0A0MTP7|A0A0A0MTP7_HUMAN	26.994	163	9563	91	7	0.00000217	56.6	46.0108961622922
PF3D7_1038800.1-p1	PF3D7_1038800	sp|Q9UBS3|DNJB9_HUMAN	51.282	78	911	35	2	3.34E-15	76.6	439.077497255763
PF3D7_1039000.1-p1	PF3D7_1039000	tr|C9JME8|C9JME8_HUMAN	33.824	68	913	40	1	0.0000419	44.7	251.92026286966
PF3D7_1100200.1-p1	PF3D7_1100200	sp|Q96NY7|CLIC6_HUMAN	32.09	134	2994	73	5	0.0000781	49.7	143.622578490314
PF3D7_1102200.1-p1	PF3D7_1102200	sp|P31689|DNJA1_HUMAN	45.833	72	566	36	1	8.23E-11	65.1	583.034628975265
PF3D7_1102400.1-p1	PF3D7_1102400	sp|Q9HAB8|PPCS_HUMAN	30.827	133	660	87	2	2.74E-16	81.3	621.210757575758
PF3D7_1103100.1-p1	PF3D7_1103100	sp|P05386|RLA1_HUMAN	44.068	59	118	33	0	8.34E-11	55.8	2203.4
PF3D7_1103600.1-p1	PF3D7_1103600	tr|A0A1B0GVS3|A0A1B0GVS3_HUMAN	27.979	193	499	135	1	4.83E-18	84	1082.15370741483
PF3D7_1103700.1-p1	PF3D7_1103700	sp|P67870|CSK2B_HUMAN	37.173	191	245	116	1	2.94E-44	149	2897.97673469388
PF3D7_1103800.1-p1	PF3D7_1103800	sp|A5YKK6|CNOT1_HUMAN	48.558	416	3371	191	7	7.07E-113	405	599.232512607535
PF3D7_1104000.1-p1	PF3D7_1104000	sp|Q9NSD9|SYFB_HUMAN	35.11	638	623	345	14	2.99E-119	367	3595.53451043339
PF3D7_1104200.1-p1	PF3D7_1104200	sp|O60264|SMCA5_HUMAN	49.603	629	1426	287	8	0	613	2187.95841514727
PF3D7_1104500.1-p1	PF3D7_1104500	sp|Q8TC44|POC1B_HUMAN	19.795	293	644	202	11	0.00000506	50.4	900.611024844721
PF3D7_1104600.1-p1	PF3D7_1104600	sp|Q5TD94|RSH4A_HUMAN	35.714	84	643	54	0	8.56E-10	63.2	466.559253499222
PF3D7_1104700.1-p1	PF3D7_1104700	sp|Q9Y535|RPC8_HUMAN	30.846	201	186	123	3	2.51E-32	115	3333.35806451613
PF3D7_1104700.2-p1	PF3D7_1104700	sp|Q9Y535|RPC8_HUMAN	30.348	201	184	122	4	8.06E-30	109	3315.18913043478
PF3D7_1104900.1-p1	PF3D7_1104900	sp|Q8IWQ3|BRSK2_HUMAN	35.455	110	1620	70	1	1.48E-14	80.1	240.743827160494
PF3D7_1105000.1-p1	PF3D7_1105000	sp|P62805|H4_HUMAN	92.233	103	103	8	0	2.14E-52	160	9223.3
PF3D7_1105100.1-p1	PF3D7_1105100	sp|Q96A08|H2B1A_HUMAN	67.826	115	117	37	0	7.2E-52	160	6666.65811965812
PF3D7_1105200.1-p1	PF3D7_1105200	sp|Q9P2S5|WRP73_HUMAN	24.888	446	463	292	16	1.83E-22	100	2397.41857451404
PF3D7_1105400.1-p1	PF3D7_1105400	sp|P62701|RS4X_HUMAN	59.302	258	261	105	0	5.65E-112	323	5862.0367816092
PF3D7_1105500.1-p1	PF3D7_1105500	sp|P41208|CETN2_HUMAN	34.507	142	171	93	0	1.9E-29	107	2865.49356725146
PF3D7_1105700.1-p1	PF3D7_1105700	sp|Q9Y3I0|RTCB_HUMAN	65.323	496	506	170	2	0	692	6403.20316205534
PF3D7_1106000.1-p1	PF3D7_1106000	sp|Q9Y265|RUVB1_HUMAN	51.94	464	475	206	4	9.17E-176	501	5073.71789473684
PF3D7_1106300.1-p1	PF3D7_1106300	sp|Q8IZH2|XRN1_HUMAN	39.316	234	733	124	6	6.68E-46	178	1255.10832196453
PF3D7_1106600.1-p1	PF3D7_1106600	tr|H0Y400|H0Y400_HUMAN	30.841	107	1313	74	0	2.48E-15	76.6	251.331835491241
PF3D7_1106700.1-p1	PF3D7_1106700	tr|A0A6Q8PGT6|A0A6Q8PGT6_HUMAN	31.973	294	1024	179	7	5.07E-41	164	917.9748046875
PF3D7_1106800.1-p1	PF3D7_1106800	tr|A0A8I5KWF7|A0A8I5KWF7_HUMAN	35.577	104	1501	50	4	3.54E-12	69.7	246.502864756829
PF3D7_1107000.1-p1	PF3D7_1107000	sp|Q9Y4Z0|LSM4_HUMAN	55.952	84	126	37	0	1.21E-35	120	3730.13333333333
PF3D7_1107100.1-p1	PF3D7_1107100	tr|D6R9P3|D6R9P3_HUMAN	35.955	89	588	52	2	3.67E-11	65.1	544.216836734694
PF3D7_1107200.1-p1	PF3D7_1107200	sp|P86790|CCZ1B_HUMAN	22.821	390	713	247	14	2.67E-13	73.9	1248.27349228612
PF3D7_1107300.1-p1	PF3D7_1107300	tr|H0YCH5|H0YCH5_HUMAN	28.391	317	3334	186	8	1.95E-25	113	269.944421115777
PF3D7_1107400.1-p1	PF3D7_1107400	sp|Q06609|RAD51_HUMAN	62.691	327	350	120	1	1.51E-151	430	5857.13057142857
PF3D7_1107500.1-p1	PF3D7_1107500	sp|Q9UBK9|UXT_HUMAN	33.083	133	155	82	2	5.45E-16	71.6	2838.73483870968
PF3D7_1107700.1-p1	PF3D7_1107700	sp|O00541|PESC_HUMAN	36.68	259	643	160	3	1.34E-44	169	1477.46811819596
PF3D7_1108000.1-p1	PF3D7_1108000	tr|A0A1B0GW95|A0A1B0GW95_HUMAN	27.393	303	568	167	11	9.44E-22	100	1461.28151408451
PF3D7_1108200.1-p1	PF3D7_1108200	sp|Q8TEA8|DTD1_HUMAN	43.038	158	164	78	3	4.87E-37	127	4146.34390243902
PF3D7_1108300.1-p1	PF3D7_1108300	sp|P61457|PHS_HUMAN	32.911	79	107	50	1	3.61E-10	53.5	2429.87757009346
PF3D7_1108400.1-p1	PF3D7_1108400	sp|P68400|CSK21_HUMAN	65.723	318	335	109	0	4.82E-149	426	6238.78029850746
PF3D7_1108500.1-p1	PF3D7_1108500	sp|P53597|SUCA_HUMAN	60.772	311	327	113	2	3.71E-108	320	5779.84464831804
PF3D7_1108600.1-p1	PF3D7_1108600	sp|Q96D15|RCN3_HUMAN	22.936	218	343	147	5	5.37E-11	63.9	1457.73994169096
PF3D7_1108700.1-p1	PF3D7_1108700	tr|E7EP04|E7EP04_HUMAN	26.394	269	540	147	5	8.68E-27	110	1314.81222222222
PF3D7_1109400.1-p1	PF3D7_1109400	sp|Q13895|BYST_HUMAN	36.331	278	436	170	3	4.71E-55	189	2316.51788990826
PF3D7_1109900.1-p1	PF3D7_1109900	sp|Q9Y3U8|RL36_HUMAN	42.857	91	112	47	2	1.49E-18	75.1	3482.13125
PF3D7_1110100.1-p1	PF3D7_1110100	tr|H0Y8M9|H0Y8M9_HUMAN	29.474	95	850	55	3	0.0000000345	55.1	329.415294117647
PF3D7_1110200.1-p1	PF3D7_1110200	sp|O94906|PRP6_HUMAN	45.572	542	1329	287	4	2.39E-157	498	1858.54206170053
PF3D7_1110300.1-p1	PF3D7_1110300	tr|F2Z3C6|F2Z3C6_HUMAN	31.452	124	221	77	5	0.0000000116	53.1	1764.72760180995
PF3D7_1110400.1-p1	PF3D7_1110400	tr|C9JG08|C9JG08_HUMAN	22.531	324	1483	194	8	0.000000429	56.2	492.248415374241
PF3D7_1110500.1-p1	PF3D7_1110500	sp|Q96QK1|VPS35_HUMAN	44.152	342	1050	180	1	5.42E-79	276	1438.09371428571
PF3D7_1110600.1-p1	PF3D7_1110600	sp|Q9Y3B7|RM11_HUMAN	34.932	146	178	93	1	6.71E-25	96.3	2865.20898876405
PF3D7_1110700.1-p1	PF3D7_1110700	tr|A0A804GS07|A0A804GS07_HUMAN	36.968	376	378	217	7	2.36E-81	254	3677.24021164021
PF3D7_1110900.1-p1	PF3D7_1110900	sp|Q96DF8|ESS2_HUMAN	22.26	292	579	167	14	0.0000000377	57	1122.61139896373
PF3D7_1111000.1-p1	PF3D7_1111000	sp|Q96CB9|NSUN4_HUMAN	28.652	178	579	84	7	2.56E-14	75.9	880.838687392055
PF3D7_1111100.1-p1	PF3D7_1111100	sp|P40938|RFC3_HUMAN	29.855	345	349	222	8	3.21E-47	164	2951.28223495702
PF3D7_1111200.1-p1	PF3D7_1111200	sp|O14776|TCRG1_HUMAN	23.589	496	594	292	21	0.0000000206	58.5	1969.72121212121
PF3D7_1111300.1-p1	PF3D7_1111300	tr|A0A1W2PRL0|A0A1W2PRL0_HUMAN	29.412	85	289	60	0	0.00000307	47.8	865.058823529412
PF3D7_1111500.1-p1	PF3D7_1111500	sp|P14621|ACYP2_HUMAN	40.816	98	129	57	1	2.97E-21	82.4	3100.7503875969
PF3D7_1111600.1-p1	PF3D7_1111600	sp|Q15735|PI5PA_HUMAN	26.496	234	744	129	10	3.71E-11	67.8	833.341935483871
PF3D7_1111800.1-p1	PF3D7_1111800	sp|Q02790|FKBP4_HUMAN	30.612	147	355	102	0	1.52E-18	87.4	1267.59549295775
PF3D7_1112100.1-p1	PF3D7_1112100	tr|C9JQZ7|C9JQZ7_HUMAN	36.765	68	2460	36	1	0.0000318	49.7	101.626829268293
PF3D7_1112200.1-p1	PF3D7_1112200	sp|Q9Y3A0|COQ4_HUMAN	27.389	157	355	114	0	6.78E-21	91.7	1211.28816901408
PF3D7_1112600.1-p1	PF3D7_1112600	sp|Q96S55|WRIP1_HUMAN	32.618	233	707	136	5	4.92E-27	117	1074.96379066478
PF3D7_1112800.1-p1	PF3D7_1112800	sp|Q68EN5|MACA1_HUMAN	29.063	320	445	196	10	1.48E-30	124	2089.92359550562
PF3D7_1113100.1-p1	PF3D7_1113100	sp|Q12974|TP4A2_HUMAN	44.966	149	218	80	1	1.33E-40	137	3073.36422018349
PF3D7_1113300.1-p1	PF3D7_1113300	sp|P78383|S35B1_HUMAN	31.515	330	343	205	6	4.01E-30	117	3032.05539358601
PF3D7_1113400.1-p1	PF3D7_1113400	sp|Q9UMX0|UBQL1_HUMAN	27.857	280	388	144	9	2.78E-12	69.3	2010.29896907217
PF3D7_1113500.1-p1	PF3D7_1113500	sp|O43824|GTPB6_HUMAN	26.608	342	698	193	10	6E-32	131	1303.71575931232
PF3D7_1113700.1-p1	PF3D7_1113700	sp|Q04760|LGUL_HUMAN	44.186	172	356	64	5	4.66E-35	127	2134.82921348315
PF3D7_1113900.1-p1	PF3D7_1113900	sp|P27361|MK03_HUMAN	35.787	394	508	196	9	3.96E-71	232	2775.60590551181
PF3D7_1114000.1-p1	PF3D7_1114000	sp|Q5JR98|DYLT4_HUMAN	32	75	175	51	0	8.49E-12	62	1371.42857142857
PF3D7_1114100.1-p1	PF3D7_1114100	sp|Q96CC6|RHDF1_HUMAN	32.374	139	278	89	2	8.18E-14	72.4	1618.7
PF3D7_1114100.2-p1	PF3D7_1114100	sp|Q96CC6|RHDF1_HUMAN	32.374	139	276	89	2	7.9E-14	72.4	1630.42971014493
PF3D7_1114200.1-p1	PF3D7_1114200	sp|Q5TC63|GRTP1_HUMAN	34.568	324	373	193	7	9.19E-53	179	3002.68954423593
PF3D7_1114700.1-p1	PF3D7_1114700	tr|H0YDJ3|H0YDJ3_HUMAN	52.394	355	699	160	4	6.58E-123	379	2660.92560801144
PF3D7_1114800.1-p1	PF3D7_1114800	sp|Q8N335|GPD1L_HUMAN	48.817	338	394	168	4	1.26E-106	318	4187.85431472081
PF3D7_1115300.1-p1	PF3D7_1115300	sp|P07711|CATL1_HUMAN	32.184	348	482	189	14	5.52E-49	172	2323.65809128631
PF3D7_1115400.1-p1	PF3D7_1115400	sp|P07711|CATL1_HUMAN	34.347	329	492	170	14	2.65E-49	172	2296.78109756098
PF3D7_1115600.1-p1	PF3D7_1115600	tr|A0A7P0TB45|A0A7P0TB45_HUMAN	49.254	201	195	90	4	6.14E-61	189	5076.95076923077
PF3D7_1115700.1-p1	PF3D7_1115700	tr|E9PKT6|E9PKT6_HUMAN	34.81	316	484	165	10	1.94E-50	174	2272.71900826446
PF3D7_1115900.1-p1	PF3D7_1115900	sp|Q9UIJ5|ZDHC2_HUMAN	28	275	293	159	10	4.34E-26	106	2627.98634812287
PF3D7_1116000.1-p1	PF3D7_1116000	sp|A0A0U1RQI7|KLF18_HUMAN	28.247	308	1201	190	18	0.00000000568	61.6	724.402664446295
PF3D7_1116300.1-p1	PF3D7_1116300	sp|Q9H2H8|PPIL3_HUMAN	64.815	162	167	55	2	6.83E-74	219	6287.44311377246
PF3D7_1116600.1-p1	PF3D7_1116600	sp|P46977|STT3A_HUMAN	42.118	425	856	239	6	3.05E-112	360	2091.13901869159
PF3D7_1116700.1-p1	PF3D7_1116700	tr|A0A7I2YQT5|A0A7I2YQT5_HUMAN	30.599	317	700	134	13	2.75E-28	117	1385.69757142857
PF3D7_1116800.1-p1	PF3D7_1116800	sp|Q9H078|CLPB_HUMAN	33.444	302	906	180	7	1.75E-40	160	1114.8
PF3D7_1117100.1-p1	PF3D7_1117100	sp|Q9Y5K5|UCHL5_HUMAN	26.134	463	465	190	12	1.29E-37	140	2602.15956989247
PF3D7_1117500.1-p1	PF3D7_1117500	sp|Q9Y2Z4|SYYM_HUMAN	29.603	277	561	168	6	5.41E-32	129	1461.68110516934
PF3D7_1117600.1-p1	PF3D7_1117600	sp|Q14197|ICT1_HUMAN	35.577	104	153	62	1	2.8E-16	73.2	2418.30588235294
PF3D7_1117600.2-p1	PF3D7_1117600	sp|Q14197|ICT1_HUMAN	36.264	91	130	58	0	1.81E-16	72.8	2538.48
PF3D7_1117700.1-p1	PF3D7_1117700	sp|P62826|RAN_HUMAN	70.588	204	214	59	1	5.67E-108	310	6728.94953271028
PF3D7_1117800.1-p1	PF3D7_1117800	tr|H0Y4N0|H0Y4N0_HUMAN	52	200	1016	94	2	3.36E-59	213	1023.62204724409
PF3D7_1118100.1-p1	PF3D7_1118100	tr|A0A5F9ZHW1|A0A5F9ZHW1_HUMAN	62.162	148	155	56	0	1.76E-66	200	5935.46838709677
PF3D7_1118200.1-p1	PF3D7_1118200	tr|I3L0K7|I3L0K7_HUMAN	33.178	428	930	259	9	7.4E-79	266	1526.90150537634
PF3D7_1118300.1-p1	PF3D7_1118300	tr|A0A7I2V449|A0A7I2V449_HUMAN	28.796	191	1488	126	3	3.04E-13	73.6	369.626075268817
PF3D7_1118500.1-p1	PF3D7_1118500	sp|O00567|NOP56_HUMAN	39.486	428	594	253	4	1.19E-102	323	2845.11919191919
PF3D7_1118600.1-p1	PF3D7_1118600	tr|A0A9L9PXR9|A0A9L9PXR9_HUMAN	54.348	230	608	101	2	6.46E-86	278	2055.92763157895
PF3D7_1118800.1-p1	PF3D7_1118800	sp|O15143|ARC1B_HUMAN	20	380	391	263	17	0.00000000603	58.2	1943.73401534527
PF3D7_1119000.1-p1	PF3D7_1119000	sp|O14974|MYPT1_HUMAN	42.056	107	371	58	2	3.99E-13	72	1212.9358490566
PF3D7_1119100.1-p1	PF3D7_1119100	sp|Q8TBZ6|TM10A_HUMAN	30.952	210	324	125	4	3.77E-24	101	2006.14814814815
PF3D7_1119300.1-p1	PF3D7_1119300	sp|Q01081|U2AF1_HUMAN	53.723	188	294	83	3	5.29E-69	215	3435.34829931973
PF3D7_1119400.1-p1	PF3D7_1119400	sp|Q15386|UBE3C_HUMAN	39.604	202	2147	117	2	2.61E-39	161	372.613320912902
PF3D7_1119500.1-p1	PF3D7_1119500	sp|O00189|AP4M1_HUMAN	29.718	461	436	289	13	2.22E-76	246	3142.20137614679
PF3D7_1119600.1-p1	PF3D7_1119600	sp|Q9Y4W6|AFG32_HUMAN	49.53	638	1052	301	11	0	611	3003.81558935361
