Chr,Gene,MIS,MFS
chr6,PF3D7_0607700,1,-0.978
chr6,PF3D7_0607800,0.996,-0.733
chr6,PF3D7_0607900,0.123,-2.932
chr6,PF3D7_0608000,0.429,-2.733
chr6,PF3D7_0608100,0.145,-2.851
chr6,PF3D7_0608200,0.155,-3.072
chr6,PF3D7_0608300,0.132,-3.232
chr6,PF3D7_0608310,0.17,-3.28
chr6,PF3D7_0608400,0.482,-2.256
chr6,PF3D7_0608500,0.119,-3.1
chr6,PF3D7_0608600,0.121,-3.114
chr6,PF3D7_0608700,0.247,-2.844
chr6,PF3D7_0608800,0.978,-2.496
chr6,PF3D7_0608900,0.122,-3.01
chr6,PF3D7_0609000,0.774,-3.061
chr6,PF3D7_0609100,0.703,-2.268
chr6,PF3D7_0609200,0.121,-3.049
chr6,PF3D7_0609300,0.144,-2.771
chr6,PF3D7_0609400,0.132,-2.943
chr6,PF3D7_0609500,0.971,-2.682
chr6,PF3D7_0609600,0.98,-2.731
chr6,PF3D7_0609700,1,-2.368
chr6,PF3D7_0609800,0.48,-2.491
chr6,PF3D7_0609900,0.121,-2.986
chr6,PF3D7_0610000,0.132,-2.88
chr6,PF3D7_0610100,0.302,-2.921
chr6,PF3D7_0610200,1,-1.642
chr6,PF3D7_0610400,0.176,-2.61
chr6,PF3D7_0610500,0.138,-3.033
chr6,PF3D7_0610600,1,-1.197
chr6,PF3D7_0610700,0.151,-2.902
chr6,PF3D7_0610800,0.381,-2.533
chr6,PF3D7_0610900,0.128,-2.889
chr6,PF3D7_0611000,0.393,-0.763
chr6,PF3D7_0611100,1,-1.15
chr6,PF3D7_0611200,0.828,-2.697
chr6,PF3D7_0611300,0.122,-3.244
chr6,PF3D7_0611400,0.954,-2.821
chr6,PF3D7_0611500,0.506,-2.827
chr6,PF3D7_0611600,0.171,-2.78
chr6,PF3D7_0611700,0.157,0
chr6,PF3D7_0611800,1,-0.635
chr6,PF3D7_0611900,0.869,-2.108
chr6,PF3D7_0612000,0.196,-2.485
chr6,PF3D7_0612100,1,-0.905
chr6,PF3D7_0612200,0.177,-2.742
chr6,PF3D7_0612300,0.129,-2.944
chr6,PF3D7_0612400,0.996,-2.496
chr6,PF3D7_0612500,0.256,-2.514
chr6,PF3D7_0612600,0.971,-2.37
chr6,PF3D7_0612700,0.155,-3.277
chr6,PF3D7_0612800,1,1.326
chr6,PF3D7_0612900,0.12,-2.836
chr6,PF3D7_0613000,0.121,-2.942
chr6,PF3D7_0613100,1,0
chr6,PF3D7_0613200,1,2.083
chr6,PF3D7_0613300,1,-2.535
chr6,PF3D7_0613400,0.259,-2.633
chr6,PF3D7_0613500,0.12,-3.089
chr6,PF3D7_0613600,0.423,-2.712
chr6,PF3D7_0613700,0.12,-3.048
chr6,PF3D7_0613800,0.502,-2.525
chr6,PF3D7_0613900,1,-2.184
chr6,PF3D7_0614000,1,-0.228
chr6,PF3D7_0614100,1,0.148
chr6,PF3D7_0614200,0.121,-3.104
chr6,PF3D7_0614300,0.977,-1.479
chr6,PF3D7_0614400,0.199,-3.203
chr6,PF3D7_0614500,0.121,-3.036
chr6,PF3D7_0614600,1,-2.144
chr6,PF3D7_0614700,0.208,-2.728
chr6,PF3D7_0614800,0.997,-2.991
chr6,PF3D7_0614900,0.999,-1.558
chr6,PF3D7_0615000,0.138,-3.339
chr6,PF3D7_0615100,0.505,-2.462
chr6,PF3D7_0615200,0.968,0.018
chr6,PF3D7_0615300,0.133,-2.898
chr6,PF3D7_0615400,0.185,-2.772
chr6,PF3D7_0615500,0.133,-2.786
chr6,PF3D7_0615600,1,-0.823
chr6,PF3D7_0615700,1,-0.987
chr6,PF3D7_0615800,0.125,-2.915
chr6,PF3D7_0615900,1,-0.846
chr6,PF3D7_0616000,0.478,-2.377
chr6,PF3D7_0616100,0.805,0
chr6,PF3D7_0616200,0.167,-3.302
chr6,PF3D7_0616300,0.12,-2.956
chr6,PF3D7_0616400,0.125,-3.131
chr6,PF3D7_0616500,1,0.179
chr6,PF3D7_0616600,0.235,-2.906
chr6,PF3D7_0616700,0.833,-2.447
chr6,PF3D7_0616800,0.992,-0.442
chr6,PF3D7_0616900,0.902,-0.607
chr6,PF3D7_0617000,0.128,-2.966
chr6,PF3D7_0617100,0.819,-2.939
chr6,PF3D7_0617200,0.881,-2.707
chr6,PF3D7_0617300,0.923,0
chr6,PF3D7_0617400,1,-0.531
chr6,PF3D7_0617500,1,-2.197
chr6,PF3D7_0617600,0.997,-2.16
chr6,PF3D7_0617700,0.935,-2.125
chr6,PF3D7_0617800,0.363,-2.378
chr6,PF3D7_0617900,0.411,-2.618
chr6,PF3D7_0618000,1,0.308
chr6,PF3D7_0618100,0.129,-3.057
chr6,PF3D7_0618200,0.368,-2.839
chr6,PF3D7_0618300,0.134,-3.121
chr6,PF3D7_0618400,1,0.432
chr6,PF3D7_0618500,0.12,-2.827
chr6,PF3D7_0618600,0.965,-3.036
chr6,PF3D7_0618700,0.376,-3.589
chr6,PF3D7_0618800,0.13,-3.169
chr6,PF3D7_0618900,0.254,-2.777
chr6,PF3D7_0619000,0.135,-3.131
chr6,PF3D7_0619100,0.252,-2.699
chr6,PF3D7_0619200,0.188,-2.779
chr6,PF3D7_0619300,1,-0.913
chr6,PF3D7_0619400,0.425,-2.6
chr6,PF3D7_0619500,1,-0.623
chr6,PF3D7_0619600,0.148,-2.836
chr6,PF3D7_0619700,0.144,-3.008
chr6,PF3D7_0619800,0.129,-2.918
chr6,PF3D7_0619900,1,0.872
chr6,PF3D7_0620000,0.8,-2.254
chr6,PF3D7_0620100,0.435,-3.773
chr6,PF3D7_0620200,0.139,-2.852
chr6,PF3D7_0620300,0.946,-2.644
chr6,PF3D7_0620400,0.347,-2.675
chr6,PF3D7_0620500,0.171,-2.737
chr6,PF3D7_0620600,0.957,-2.536
chr6,PF3D7_0620700,0.18,-3.42
chr6,PF3D7_0621000,0.138,-3.158
chr6,PF3D7_0621100,0.171,-2.756
chr6,PF3D7_0621200,0.919,-2.67
chr6,PF3D7_0621300,0.127,-3.04
chr6,PF3D7_0621350,1,0.451
chr6,PF3D7_0621400,1,-1.829
chr6,PF3D7_0621500,0.16,-3.206
chr6,PF3D7_0621700,0.151,-3.17
chr6,PF3D7_0621800,0.159,-2.92
chr6,PF3D7_0621900,0.141,-2.905
chr6,PF3D7_0622000,0.255,-2.71
chr6,PF3D7_0622100,0.998,-2.104
chr6,PF3D7_0622200,1,0.878
chr6,PF3D7_0622300,0.125,-2.89
chr6,PF3D7_0622400,0.301,-3.489
chr6,PF3D7_0622500,0.979,-3.023
chr6,PF3D7_0622600,0.127,-3.102
chr6,PF3D7_0622700,1,-0.802
chr6,PF3D7_0622800,0.561,-2.361
chr6,PF3D7_0622900,1,-0.111
chr6,PF3D7_0623000,0.459,-2.7
chr6,PF3D7_0623100,0.488,-2.519
chr6,PF3D7_0623200,0.162,-2.798
chr6,PF3D7_0623300,0.935,-2.235
chr6,PF3D7_0623400,0.41,-3.192
chr6,PF3D7_0623500,0.174,-3.224
chr6,PF3D7_0623600,0.985,-2.573
chr6,PF3D7_0623700,0.9,-2.929
chr6,PF3D7_0623800,1,-2.685
chr6,PF3D7_0623900,0.315,-2.412
chr6,PF3D7_0624000,0.462,-2.565
chr6,PF3D7_0624100,0.175,-2.656
chr6,PF3D7_0624200,0.72,-0.314
chr6,PF3D7_0624300,0.565,-2.48
chr6,PF3D7_0624400,0.318,-3.396
chr6,PF3D7_0624500,0.888,-2.97
chr6,PF3D7_0624600,0.992,-2.746
chr6,PF3D7_0624700,0.99,-2.574
chr6,PF3D7_0624800,0.834,-2.137
chr6,PF3D7_0624900,0.961,0.921
chr6,PF3D7_0625000,0.536,-2.574
chr6,PF3D7_0625100,1,0.728
chr6,PF3D7_0625200,0.149,-2.955
chr6,PF3D7_0625300,0.144,-2.934
chr6,PF3D7_0625400,0.12,-3.076
chr6,PF3D7_0625500,0.195,-3.351
chr6,PF3D7_0625600,0.126,-2.835
chr6,PF3D7_0625700,0.318,-3.282
chr6,PF3D7_0625800,0.996,-2.836
chr6,PF3D7_0625900,0.999,-2.177
chr6,PF3D7_0626000,0.613,-2.988
chr6,PF3D7_0626100,0.31,-2.764
chr6,PF3D7_0626200,0.14,-3.161
chr6,PF3D7_0626300,1,-1.284
chr6,PF3D7_0626400,0.286,-2.591
chr6,PF3D7_0626500,1,-0.529
chr6,PF3D7_0626600,0.218,-2.665
chr6,PF3D7_0626700,0.163,-2.643
chr6,PF3D7_0626800,0.147,-2.921
chr6,PF3D7_0626900,0.12,-3.011
chr6,PF3D7_0627000,0.991,-2.321
chr6,PF3D7_0627100,0.143,-3.205
chr6,PF3D7_0627200,0.189,0
chr6,PF3D7_0627300,0.965,-2.698
chr6,PF3D7_0627400,0.256,-3.331
chr6,PF3D7_0627500,0.297,-2.711
chr6,PF3D7_0627600,0.125,-2.887
chr6,PF3D7_0627700,0.12,-3.073
chr6,PF3D7_0627800,0.168,-2.84
chr6,PF3D7_0627900,0.657,-3.368
chr6,PF3D7_0628000,0.139,-2.917
chr6,PF3D7_0628100,1,-2.669
chr6,PF3D7_0628200,0.14,-2.881
chr6,PF3D7_0628300,0.124,-2.917
chr6,PF3D7_0628400,0.814,-2.317
chr6,PF3D7_0628500,1,-1.327
chr6,PF3D7_0628600,0.998,-1.057
chr6,PF3D7_0628700,0.129,-3.206
chr6,PF3D7_0628800,0.2,-2.724
chr6,PF3D7_0628900,0.124,-3.163
chr6,PF3D7_0629000,0.229,-3.365
chr6,PF3D7_0629100,0.829,-3.036
chr6,PF3D7_0629200,1,0.48
chr6,PF3D7_0629300,0.425,-2.636
chr6,PF3D7_0629400,1,-1.676
chr6,PF3D7_0629500,0.143,-2.882
chr6,PF3D7_0629600,0.123,-3.185
chr6,PF3D7_0629700,0.983,-2.801
chr6,PF3D7_0629800,0.124,-3.086
chr6,PF3D7_0629900,0.645,-2.867
chr6,PF3D7_0630000,1,-1.785
chr6,PF3D7_0630100,0.997,-2.017
chr6,PF3D7_0630200,0.126,-3.114
chr6,PF3D7_0630300,0.122,-3.04
chr6,PF3D7_0630400,0.562,-1.286
chr6,PF3D7_0630500,0.157,-2.795
chr6,PF3D7_0630600,0.136,-2.854
chr6,PF3D7_0630700,1,-0.595
chr6,PF3D7_0630800,0.147,-3.085
chr6,PF3D7_0630900,0.119,-3.188
chr6,PF3D7_0631000,0.129,-2.938
chr6,PF3D7_0631100,1,-1.78
chr6,PF3D7_0631200,1,-1.774
chr6,PF3D7_0631300,0.931,-2.57
chr6,PF3D7_0631400,0.119,-2.931
chr6,PF3D7_0631500,0.795,-2.843
chr6,PF3D7_0631600,0.151,-2.727
chr6,PF3D7_0631700,0.5,-2.272
chr6,PF3D7_0631800,0.613,-2.392
chr6,PF3D7_0631900,0.254,-2.854
chr6,PF3D7_0632000,0.386,-2.526
chr6,PF3D7_0632100,0.987,-2.152
chr6,PF3D7_0632200,0.794,-2.092
chr6,PF3D7_0632300,0.888,-2.14
chr6,PF3D7_0632400,0.416,-2.446
chr6,PF3D7_0632500,1,-1.051
chr6,PF3D7_0632600,1,-1.692
chr6,PF3D7_0632700,1,-2.303
chr7,PF3D7_0700100,1,-1.878
chr7,PF3D7_0700200,1,2.142
chr7,PF3D7_0700300,0.134,-2.89
chr7,PF3D7_0700400,0.587,-3.049
chr7,PF3D7_0700500,1,1.591
chr7,PF3D7_0700600,0.766,-3.384
chr7,PF3D7_0700700,1,1.922
chr7,PF3D7_0700800,0.985,1.29
chr7,PF3D7_0700900,1,-1.405
chr7,PF3D7_0701000,0.827,-2.69
chr7,PF3D7_0701100,0.353,-2.442
chr7,PF3D7_0701200,0.409,-2.535
chr7,PF3D7_0701300,0.5,-2.536
chr7,PF3D7_0701400,0.149,-3.195
chr7,PF3D7_0701500,0.795,-2.678
chr7,PF3D7_0701600,0.988,-0.239
chr7,PF3D7_0701700,0.931,-2.676
chr7,PF3D7_0701800,0.182,-2.75
chr7,PF3D7_0701900,1,-1.831
chr7,PF3D7_0702000,0.121,-3.1
chr7,PF3D7_0702100,0.258,-2.573
chr7,PF3D7_0702200,1,-0.889
chr7,PF3D7_0702300,1,-0.119
chr7,PF3D7_0702400,1,-1.346
chr7,PF3D7_0702500,1,2.017
chr7,PF3D7_0702600,0.12,-2.679
chr7,PF3D7_0702900,0.269,-1.176
chr7,PF3D7_0703000,0.119,-3.114
chr7,PF3D7_0703100,0.122,-3.239
chr7,PF3D7_0703200,0.289,-2.602
chr7,PF3D7_0703300,1,0.74
chr7,PF3D7_0703400,0.756,-2.75
chr7,PF3D7_0703500,0.122,-2.946
chr7,PF3D7_0703600,0.981,0
chr7,PF3D7_0703700,0.14,-3.118
chr7,PF3D7_0703800,1,-2.926
chr7,PF3D7_0703900,0.12,-2.992
chr7,PF3D7_0704000,1,-2.475
chr7,PF3D7_0704100,1,-2.004
chr7,PF3D7_0704200,1,-0.795
chr7,PF3D7_0704300,1,-0.847
chr7,PF3D7_0704400,0.261,-2.77
chr7,PF3D7_0704500,1,-2.787
chr7,PF3D7_0704600,1,-2.305
chr7,PF3D7_0704700,0.997,-2.699
chr7,PF3D7_0704800,1,-0.628
chr7,PF3D7_0704900,0.126,-2.841
chr7,PF3D7_0705000,0.126,-2.834
chr7,PF3D7_0705100,1,0.235
chr7,PF3D7_0705200,0.153,-2.901
chr7,PF3D7_0705300,0.127,-2.838
chr7,PF3D7_0705400,0.222,-2.769
chr7,PF3D7_0705500,0.137,-2.894
chr7,PF3D7_0705600,0.181,-2.822
chr7,PF3D7_0705700,0.178,-3.462
chr7,PF3D7_0705800,0.183,-2.508
chr7,PF3D7_0705900,0.135,-3.391
chr7,PF3D7_0706000,0.128,-3.11
chr7,PF3D7_0706100,0.458,-3.262
chr7,PF3D7_0706200,0.28,-2.66
chr7,PF3D7_0706300,1,0
chr7,PF3D7_0706400,0.125,-2.837
chr7,PF3D7_0706500,1,-1.314
chr7,PF3D7_0706600,0.154,-2.768
chr7,PF3D7_0706700,1,-2.444
chr7,PF3D7_0707200,0.141,-2.883
chr7,PF3D7_0707300,1,-1.474
chr7,PF3D7_0707400,0.13,-3.204
chr7,PF3D7_0707500,0.143,-3.22
chr7,PF3D7_0707600,0.876,-2.852
chr7,PF3D7_0707700,0.998,-2.479
chr7,PF3D7_0707800,0.128,-2.912
chr7,PF3D7_0707900,0.123,-3.278
chr7,PF3D7_0708000,0.132,-2.842
chr7,PF3D7_0708100,0.126,0
chr7,PF3D7_0708200,1,-0.954
chr7,PF3D7_0708300,0.91,-3.11
chr7,PF3D7_0708400,0.236,-2.653
chr7,PF3D7_0708500,0.986,-2.169
chr7,PF3D7_0708600,0.508,-1.222
chr7,PF3D7_0708700,0.994,-2.415
chr7,PF3D7_0708800,0.14,-2.848
chr7,PF3D7_0708900,0.134,-2.979
chr7,PF3D7_0709000,0.127,-3.025
chr7,PF3D7_0709100,1,-1.804
chr7,PF3D7_0709200,0.973,-2.836
chr7,PF3D7_0709300,0.141,-2.91
chr7,PF3D7_0709400,0.741,-3.019
chr7,PF3D7_0709500,0.126,-2.926
chr7,PF3D7_0709600,0.123,-3.036
chr7,PF3D7_0709700,0.913,-2.961
chr7,PF3D7_0709800,0.331,-2.348
chr7,PF3D7_0709900,1,-1.214
chr7,PF3D7_0710000,0.119,-3.068
chr7,PF3D7_0710100,0.12,-3.097
chr7,PF3D7_0710200,0.153,-2.841
chr7,PF3D7_0710300,0.146,-3.538
chr7,PF3D7_0710400,0.155,-2.88
chr7,PF3D7_0710500,0.125,-3.156
chr7,PF3D7_0710600,0.142,-2.729
chr7,PF3D7_0710700,0.121,-2.861
chr7,PF3D7_0710800,0.986,-2.716
chr7,PF3D7_0710900,0.175,-3.233
chr7,PF3D7_0711000,0.125,-2.992
chr7,PF3D7_0711100,1,-1.18
chr7,PF3D7_0711200,0.146,-3.255
chr7,PF3D7_0711300,0.13,-2.592
chr7,PF3D7_0711400,1,-1.478
chr7,PF3D7_0711500,0.42,-2.602
chr7,PF3D7_0711700,1,-2.042
chr7,PF3D7_0711900,0.997,-2.185
chr7,PF3D7_0712000,1,0.169
chr7,PF3D7_0712200,0.153,-2.916
chr7,PF3D7_0712300,1,-2.06
chr7,PF3D7_0712400,0.998,-2.015
chr7,PF3D7_0712500,0.794,-2.346
chr7,PF3D7_0712600,0.913,-2.227
chr7,PF3D7_0712800,1,-0.884
chr7,PF3D7_0712900,1,0.875
chr7,PF3D7_0713000,0.138,-2.76
chr7,PF3D7_0713100,0.802,0.52
chr7,PF3D7_0713200,0.581,-2.385
chr7,PF3D7_0713300,1,-2.335
chr7,PF3D7_0713400,0.119,-3.149
chr7,PF3D7_0713500,1,-2.544
chr7,PF3D7_0713600,0.127,-2.964
chr7,PF3D7_0713700,0.153,-3.211
chr7,PF3D7_0713800,0.135,-3.214
chr7,PF3D7_0713900,1,-0.479
chr7,PF3D7_0714000,0.769,-2.375
chr7,PF3D7_0714100,1,-1.688
chr7,PF3D7_0714200,1,-2.143
chr7,PF3D7_0714300,1,-2.299
chr7,PF3D7_0714400,0.826,-2.665
chr7,PF3D7_0714500,0.168,-2.857
chr7,PF3D7_0714600,0.31,-2.587
chr7,PF3D7_0715000,0.913,-2.49
chr7,PF3D7_0715100,0.141,-3.055
chr7,PF3D7_0715200,1,-2.289
chr7,PF3D7_0715300,0.977,-0.436
chr7,PF3D7_0715400,1,-2.83
chr7,PF3D7_0715500,1,-1.82
chr7,PF3D7_0715600,0.121,-2.943
chr7,PF3D7_0715700,0.161,-3.047
chr7,PF3D7_0715800,0.847,-3.052
chr7,PF3D7_0715900,1,-1.312
chr7,PF3D7_0716000,0.255,-2.619
chr7,PF3D7_0716100,0.19,-3.271
chr7,PF3D7_0716200,0.153,-2.763
chr7,PF3D7_0716300,0.574,-2.253
chr7,PF3D7_0716400,0.14,0
chr7,PF3D7_0716500,0.653,-3.058
chr7,PF3D7_0716600,0.408,-2.488
chr7,PF3D7_0716700,0.206,-2.764
chr7,PF3D7_0716800,0.143,-2.97
chr7,PF3D7_0716900,0.122,-3.195
chr7,PF3D7_0717000,0.703,-2.707
chr7,PF3D7_0717100,1,0.88
chr7,PF3D7_0717200,0.5,-2.423
chr7,PF3D7_0717300,0.486,-2.701
chr7,PF3D7_0717400,1,1.159
chr7,PF3D7_0717500,0.999,-2.794
chr7,PF3D7_0717600,0.329,-2.592
chr7,PF3D7_0717700,0.127,-3.11
chr7,PF3D7_0717800,1,-2.389
chr7,PF3D7_0717900,0.14,-2.871
chr7,PF3D7_0718000,1,-0.669
chr7,PF3D7_0718100,1,-1.152
chr7,PF3D7_0718300,1,-0.19
chr7,PF3D7_0718400,0.153,-2.673
chr7,PF3D7_0718500,0.18,-3.36
chr7,PF3D7_0718600,1,0.148
chr7,PF3D7_0718700,0.982,0.741
chr7,PF3D7_0718800,0.123,-2.982
chr7,PF3D7_0718900,0.378,-2.456
chr7,PF3D7_0719000,0.128,-3.107
chr7,PF3D7_0719100,0.143,-3.6
chr7,PF3D7_0719200,0.195,-2.384
chr7,PF3D7_0719300,0.368,-2.587
chr7,PF3D7_0719400,1,-2.574
chr7,PF3D7_0719500,0.184,-2.777
chr7,PF3D7_0719600,0.847,-2.407
chr7,PF3D7_0719700,0.18,-2.637
chr7,PF3D7_0719800,0.243,-3.54
chr7,PF3D7_0719900,0.165,-2.803
chr7,PF3D7_0720000,0.135,-2.898
chr7,PF3D7_0720100,0.199,-2.807
chr7,PF3D7_0720200,0.121,-2.787
chr7,PF3D7_0720300,0.981,-2.072
chr7,PF3D7_0720400,0.996,-2.908
chr7,PF3D7_0720500,0.169,-3.381
chr7,PF3D7_0720600,1,0
chr7,PF3D7_0720700,1,-2.65
chr7,PF3D7_0720800,0.139,-2.831
chr7,PF3D7_0720900,0.984,-1.824
chr7,PF3D7_0721000,0.221,-2.698
chr7,PF3D7_0721100,0.121,-2.967
chr7,PF3D7_0721200,0.401,-2.496
chr7,PF3D7_0721300,0.149,-2.847
chr7,PF3D7_0721400,1,-0.166
chr7,PF3D7_0721500,0.167,-2.777
chr7,PF3D7_0721600,0.12,-2.873
chr7,PF3D7_0721700,1,-2.882
chr7,PF3D7_0721800,0.165,0
chr7,PF3D7_0721900,0.208,0
chr7,PF3D7_0722000,0.998,-2.061
chr7,PF3D7_0722100,1,-0.646
chr7,PF3D7_0722200,0.241,-2.644
chr7,PF3D7_0722300,1,-2.722
chr7,PF3D7_0722400,0.12,-2.921
chr7,PF3D7_0722500,0.784,-1.881
chr7,PF3D7_0722600,0.245,-2.718
chr7,PF3D7_0722700,0.163,0
chr7,PF3D7_0722800,0.998,-2.575
chr7,PF3D7_0722900,0.666,-2.366
chr7,PF3D7_0723000,0.14,-3.009
chr7,PF3D7_0723100,1,-0.424
chr7,PF3D7_0723200,0.885,-1.844
chr7,PF3D7_0723300,0.792,-2.426
chr7,PF3D7_0723400,1,-2.317
chr7,PF3D7_0723500,0.599,-2.327
chr7,PF3D7_0723600,0.119,-3.433
chr7,PF3D7_0723700,0.48,-2.518
chr7,PF3D7_0723800,0.119,-3.004
chr7,PF3D7_0723900,1,-1.763
chr7,PF3D7_0724000,0.127,-3.09
chr7,PF3D7_0724100,0.64,-2.325
chr7,PF3D7_0724200,0.121,-3.143
chr7,PF3D7_0724300,0.79,-2.616
chr7,PF3D7_0724400,0.177,-3.869
chr7,PF3D7_0724500,0.285,-3.4
chr7,PF3D7_0724600,1,-1.997
chr7,PF3D7_0724700,0.153,-2.825
chr7,PF3D7_0724800,1,-1.13
chr7,PF3D7_0724900,1,-1.849
chr7,PF3D7_0725000,1,-1.33
chr7,PF3D7_0725100,0.121,-3.078
chr7,PF3D7_0725200,0.999,-2.167
chr7,PF3D7_0725300,0.223,-2.714
chr7,PF3D7_0725400,0.12,-3.651
chr7,PF3D7_0726100,1,-2.417
chr7,PF3D7_0726200,1,-0.82
chr7,PF3D7_0726300,0.141,-2.924
chr7,PF3D7_0726400,0.139,-2.875
chr7,PF3D7_0726500,0.26,-2.656
chr7,PF3D7_0726600,0.16,-2.822
chr7,PF3D7_0726700,0.308,-3.436
chr7,PF3D7_0726800,0.143,-3.108
chr7,PF3D7_0726900,0.12,-2.952
chr7,PF3D7_0727000,0.882,-2.948
chr7,PF3D7_0727100,0.368,-2.49
chr7,PF3D7_0727200,0.335,-2.553
chr7,PF3D7_0727300,1,-2.291
chr7,PF3D7_0727400,1,0
chr7,PF3D7_0727500,0.134,-3.149
chr7,PF3D7_0727600,0.119,-2.953
chr7,PF3D7_0727700,0.126,-2.95
chr7,PF3D7_0727800,0.139,-2.826
chr7,PF3D7_0727900,1,-0.726
chr7,PF3D7_0728000,0.12,-3.124
chr7,PF3D7_0728100,0.136,-2.857
chr7,PF3D7_0728200,1,-1.961
chr7,PF3D7_0728300,0.466,-2.619
chr7,PF3D7_0728400,0.831,-4.024
chr7,PF3D7_0728500,0.987,-1.644
chr7,PF3D7_0728600,1,-0.317
chr7,PF3D7_0728700,0.242,-2.59
chr7,PF3D7_0728800,0.126,-3.068
chr7,PF3D7_0728900,0.213,-2.717
chr7,PF3D7_0729000,0.425,-2.541
chr7,PF3D7_0729100,0.994,-1.51
chr7,PF3D7_0729200,0.857,-2.976
chr7,PF3D7_0729300,0.123,-2.946
chr7,PF3D7_0729400,0.12,-2.865
chr7,PF3D7_0729500,0.126,-3.166
chr7,PF3D7_0729600,0.989,0
chr7,PF3D7_0729700,0.125,-3.104
chr7,PF3D7_0729800,0.186,-3.884
chr7,PF3D7_0729900,1,-0.74
chr7,PF3D7_0730000,0.277,-3.414
chr7,PF3D7_0730100,1,-1.292
chr7,PF3D7_0730200,0.134,-3.071
chr7,PF3D7_0730300,1,-2.478
chr7,PF3D7_0730400,0.465,-1.239
chr7,PF3D7_0730500,1,-2.707
chr7,PF3D7_0730800,1,-1.895
chr7,PF3D7_0730900,1,-2.024
chr7,PF3D7_0731100,0.999,-2.299
chr7,PF3D7_0731200,0.993,-1.571
chr7,PF3D7_0731300,0.21,-2.693
chr7,PF3D7_0731400,1,-2.807
chr7,PF3D7_0731500,1,-1.966
chr7,PF3D7_0731600,1,-2.618
chr7,PF3D7_0731700,0.957,-2.381
chr7,PF3D7_0731800,1,-0.781
chr7,PF3D7_0731900,1,-1.391
chr7,PF3D7_0732000,1,-1.564
chr7,PF3D7_0732100,0.82,-2.463
chr7,PF3D7_0732200,0.98,-2.126
chr7,PF3D7_0732300,0.194,-2.604
chr7,PF3D7_0732400,0.176,-2.477
chr7,PF3D7_0732500,0.984,0
chr7,PF3D7_0732600,0.128,0
chr7,PF3D7_0732700,1,0.473
chr7,PF3D7_0732800,0.991,-1.756
chr7,PF3D7_0732900,0.271,-2.676
chr8,PF3D7_0800100,1,-1.699
chr8,PF3D7_0800200,1,-0.128
chr8,PF3D7_0800300,1,-2.056
chr8,PF3D7_0800400,0.146,-2.517
chr8,PF3D7_0800500,0.211,-2.696
chr8,PF3D7_0800600,0.999,-2.602
chr8,PF3D7_0800700,1,-1.181
chr8,PF3D7_0800800,0.126,-2.927
chr8,PF3D7_0800900,0.995,-1.428
chr8,PF3D7_0801000,0.978,-3.004
chr8,PF3D7_0801300,0.324,-2.353
chr8,PF3D7_0801400,0.158,-2.559
chr8,PF3D7_0801500,0.258,-2.597
chr8,PF3D7_0801600,0.999,-2.633
chr8,PF3D7_0801700,0.524,-2.502
chr8,PF3D7_0801800,0.999,-2.624
chr8,PF3D7_0801900,1,-0.204
chr8,PF3D7_0802000,0.956,-2.853
chr8,PF3D7_0802100,0.304,-2.584
chr8,PF3D7_0802200,0.956,-2.441
chr8,PF3D7_0802300,0.119,-3.078
chr8,PF3D7_0802400,0.16,-2.733
chr8,PF3D7_0802500,0.945,-2.859
chr8,PF3D7_0802600,0.254,-2.681
chr8,PF3D7_0802700,1,-1.922
chr8,PF3D7_0802800,0.178,-2.768
chr8,PF3D7_0802900,0.126,-3.337
chr8,PF3D7_0803000,0.999,-2.903
chr8,PF3D7_0803100,0.17,-2.771
chr8,PF3D7_0803200,0.827,-2.363
chr8,PF3D7_0803300,0.98,-2.486
chr8,PF3D7_0803400,1,-0.7
chr8,PF3D7_0803500,0.144,-2.885
chr8,PF3D7_0803600,1,-2.897
chr8,PF3D7_0803700,0.142,-2.886
chr8,PF3D7_0803800,0.227,-2.689
chr8,PF3D7_0804000,0.182,-2.77
chr8,PF3D7_0804300,1,-0.146
chr8,PF3D7_0804400,0.177,-2.788
chr8,PF3D7_0804500,0.177,-2.745
chr8,PF3D7_0804600,1,-0.915
chr8,PF3D7_0804700,1,0.188
chr8,PF3D7_0804800,0.849,-2.289
chr8,PF3D7_0804900,0.989,-2.411
chr8,PF3D7_0805000,0.754,-3.002
chr8,PF3D7_0805100,1,-2.702
chr8,PF3D7_0805200,0.929,0
chr8,PF3D7_0805300,1,-1.399
chr8,PF3D7_0805400,1,-1.92
chr8,PF3D7_0805500,1,-0.173
chr8,PF3D7_0805600,1,-3.088
chr8,PF3D7_0805700,0.998,-2.681
chr8,PF3D7_0805800,1,1.661
chr8,PF3D7_0805900,0.486,-2.194
chr8,PF3D7_0806000,0.143,-2.854
chr8,PF3D7_0806100,0.153,-2.808
chr8,PF3D7_0806200,1,-2.623
chr8,PF3D7_0806300,0.156,-2.87
chr8,PF3D7_0806400,0.191,-3.406
chr8,PF3D7_0806500,0.318,-2.542
chr8,PF3D7_0806600,0.991,-2.747
chr8,PF3D7_0806700,0.985,-2.776
chr8,PF3D7_0806800,0.149,-2.715
chr8,PF3D7_0806900,0.158,-3.125
chr8,PF3D7_0807000,0.137,-2.747
chr8,PF3D7_0807100,0.964,-2.327
chr8,PF3D7_0807200,0.506,-0.843
chr8,PF3D7_0807300,0.121,-3.031
chr8,PF3D7_0807400,0.177,-2.867
